participant,domain,xai,first training block,phase,original label,target label,trial number,instance id,training response,training correct (0/1),participant training accuracy,response time (seconds),log(time),participant median time,attribute values before and after,explanation,sparsity,dist user CF from orig,user CF label,successful CF,distance to closest minimal counterfactual,confidence for target label original,confidence for target label user CF,delta confidence of target label,user CF increase target label confidence?,x_1_train_change,x_2_train_change,x_3_train_change,x_4_train_change,x_5_train_change,attribute changed,amount changed,delta confidence/change amount,confidence of counterfactual - 50%,close to boundary old,distance to boundary,CRT-2 score (0-4),successful counterfactual (continuous),actionability (0/1),patient can change - Blood Pressure,patient can change - Insulin,patient can change - BMI,patient can change - Age,plausibility,abs dist original to boundary,abs dist user CF to boundary,sign dist user CF to boundary,boundary dist change (user - original),plausibility (subset),participant level correct direction change,% x4_changed > 50,cognitive model v0.1 family,explanation reliance (η),global relevance reliance (α),additive change margin (ρ),exemplar locality (λ),remembered-change reliance (β),age treated as actionable (0/1),mean participant CF dist to orig,Norm(proximity),changed in training cf direction,dist to nearest training instance (L1 normalized),cognitive model v0.2 revision,cognitive model v0.2 family,cognitive model v0.2 representation,cognitive model v0.2 scope,cognitive model v0.2 global feature lapse,cognitive model v0.2 memory decay,cognitive model v0.2 exemplar distance sensitivity,cognitive model v0.2 selection spread,cognitive model v0.2 counterfactual edit blend,cognitive model v0.2 age actionable (0/1),cognitive model v0.2 edit margin,cognitive model v0.2 CV subset NLL,cognitive model v0.2 CV expected selection F1,cognitive model v0.2 CV MAP selection F1,cognitive model v0.2 CV exact-subset accuracy,cognitive model v0.2 CV cardinality MAE,cognitive model v0.2 CV conditional amount MAE,cognitive model v0.2 CV conditional direction accuracy,case,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,training,No Diabetes,,4,130103,No Diabetes,1,0.333333333333,24.741,3.20846178652,21.175,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)","""Glucose"" - -53% toward Diabetes
""Age"" - -47% toward Diabetes",,,,,,,,,,0.153035198096,0,0,0.15102556898,0,,,,,,,0,,,8,6,8,1,,,,,,,0.45,0,,,,,,,,0.142514689104,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,training,No Diabetes,,5,130104,Diabetes,0,0.333333333333,21.059,3.0473280222,21.175,"""Glucose"" - 158(0.710253358272)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 245(0.430998927658)
""BMI"" - 31.6(0.393368923855)
""Age"" - 28(0.189189189189)","""Glucose"" - -70% toward Diabetes
""Insulin"" - -30% toward Diabetes",,,,,,,,,,0.153035198096,0,0,0.158050014049,0,,,,,,,0,,,8,6,8,1,,,,,,,0.45,0,,,,,,,,0.142514689104,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,training,No Diabetes,,6,130105,No Diabetes,1,0.333333333333,14.997,2.7078501811,21.175,"""Glucose"" - 123(0.412684917531)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 94(0.119607357915)
""BMI"" - 33.1(0.446052261871)
""Age"" - 40(0.513513513514)","""Age"" - -90% toward Diabetes
""Insulin"" - +10% toward No Diabetes",,,,,,,,,,0.153035198096,0,0,0.154537791514,0,,,,,,,0,,,8,6,8,1,,,,,,,0.45,0,,,,,,,,0.142514689104,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,training,Diabetes,,7,130106,No Diabetes,0,0.333333333333,34.336,3.53619436645,21.175,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)","""Age"" - -52% toward Diabetes
""BMI"" - -48% toward Diabetes",,,,,,,,,,0,-0.152173913043,-0.154664686959,0,0,,,,,,,0,,,8,6,8,1,,,,,,,0.45,0,,,,,,,,0.142514689104,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,training,Diabetes,,8,130107,Diabetes,1,0.333333333333,19.673,2.97924713729,21.175,"""Glucose"" - 153(0.667743581024)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 485(0.925925925926)
""BMI"" - 40.6(0.709468951953)
""Age"" - 23(0.0540540540541)","""Glucose"" - -55% toward Diabetes
""BMI"" - -45% toward Diabetes",,,,,,,,,,0,-0.152173913043,-0.158789078611,0,0,,,,,,,0,,,8,6,8,1,,,,,,,0.45,0,,,,,,,,0.142514689104,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,training,Diabetes,,9,130108,No Diabetes,0,0.333333333333,12.156,2.49782287505,21.175,"""Glucose"" - 173(0.837782690019)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 474(0.903241771839)
""BMI"" - 35.7(0.537370047766)
""Age"" - 22(0.027027027027)","""Glucose"" - -67% toward Diabetes
""Insulin"" - -33% toward Diabetes",,,,,,,,,,0,-0.152173913043,-0.152602491133,0,0,,,,,,,0,,,8,6,8,1,,,,,,,0.45,0,,,,,,,,0.142514689104,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,training,No Diabetes,,10,130109,No Diabetes,1,0.333333333333,16.949,2.83020883504,21.175,"""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 122(0.177348841046)
""BMI"" - 35.9(0.544394492835)
""Age"" - 39(0.486486486486)","""Age"" - -92% toward Diabetes
""BMI"" - +8% toward No Diabetes",,,,,,,,,,0,0.152173913043,0.156726882785,0,0,,,,,,,0,,,8,6,8,1,,,,,,,0.45,0,,,,,,,,0.142514689104,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,training,No Diabetes,,11,130110,Diabetes,0,0.333333333333,72.751,4.28704265166,21.175,"""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 182(0.301080590613)
""BMI"" - 43.3(0.804298960382)
""Age"" - 31(0.27027027027)","""BMI"" - -86% toward Diabetes
""Glucose"" - -14% toward Diabetes",,,,,,,,,,0,0.152173913043,0.164975666089,0,0,,,,,,,0,,,8,6,8,1,,,,,,,0.45,0,,,,,,,,0.142514689104,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,training,No Diabetes,,12,130111,Diabetes,0,0.333333333333,26.471,3.27604979414,21.175,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 171(0.278396436526)
""BMI"" - 34.2(0.48468670975)
""Age"" - 33(0.324324324324)","""Glucose"" - -93% toward Diabetes
""Age"" - +7% toward No Diabetes",,,,,,,,,,0,0.152173913043,0.154664686959,0,0,,,,,,,0,,,8,6,8,1,,,,,,,0.45,0,,,,,,,,0.142514689104,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,1,130200,,,0.333333333333,17.321,2.85191963819,21.175,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 100(0.131980532871)
""BMI"" - 30.9(0.368783366114) -> 31.50408(0.39)
""Age"" - 45(0.648648648649)",,0.8,0.0212166338859,Diabetes,0,0.1725,0.411767516955,0.404604794255,-0.00716272270062,0,,,,,,BMI,0.0212166338859,-0.337599392021,0.095395205745,0,far from boundary,0,0,1,8,6,8,1,0.923934224655,0.118676458828,0.135504051408,-0.135504051408,0.0168275925801,0.918512833189,0.45,0,,,,,,,,0.142514689104,0.00783449655196,0,0.414316980442,,,,,,,,,,,,,,,,,,,1,0,0,0,0.0212166338859,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,2,130201,,,0.333333333333,11.14,2.4105422345,21.175,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177) -> 201(0.340262311309)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568)",,0.8,0.152602491133,Diabetes,0,0.252690296696,0.483539690781,0.483118383765,-0.000421307015507,0,,,,,,Insulin,0.152602491133,-0.00276081348593,0.016881616235,1,near boundary,0,0,1,8,6,8,1,0.945895358491,0.0323992776757,0.037870616369,-0.037870616369,0.00547133869331,0.902097885646,0.45,0,,,,,,,,0.142514689104,0.159626578636,0,0.336908080638,,,,,,,,,,,,,,,,,,,2,0,0,0.152602491133,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,3,130202,,,0.333333333333,11.087,2.40577325079,21.175,"""Glucose"" - 144(0.591225981976)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 228(0.395941598614)
""BMI"" - 33.9(0.474150042147) -> 38.9068(0.65)
""Age"" - 40(0.513513513514)",,0.8,0.175849957853,Diabetes,0,0.2875,0.4679117222,0.419289952842,-0.0486217693576,0,,,,,,BMI,0.175849957853,-0.276495769184,0.080710047158,0,far from boundary,0,0,1,8,6,8,1,0.964830008429,0.0764467974998,0.213704050326,-0.213704050326,0.137257252826,0.916025750727,0.45,0,,,,,,,,0.142514689104,0.186484731032,0,0.467762395737,,,,,,,,,,,,,,,,,,,3,0,0,0,0.175849957853,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,4,130203,,,0.333333333333,12.496,2.5254085931,21.175,"""Glucose"" - 158(0.710253358272)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 210(0.358822073744)
""BMI"" - 39.4(0.66732228154) -> 44.31648(0.84)
""Age"" - 29(0.216216216216)",,0.8,0.17267771846,Diabetes,0,0.2825,0.463741061238,0.425215504047,-0.0385255571912,0,,,,,,BMI,0.17267771846,-0.223106707309,0.074784495953,0,far from boundary,0,0,1,8,6,8,1,0.965464456308,0.0867721396761,0.224847362294,-0.224847362294,0.138075222618,0.893401995419,0.45,0,,,,,,,,0.142514689104,0.182819794543,0,0.547070282104,,,,,,,,,,,,,,,,,,,4,0,0,0,0.17267771846,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,5,130204,,,0.333333333333,31.636,3.45429571266,21.175,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 193(0.3237647447)
""BMI"" - 29.3(0.312587805563) -> 34.06656(0.48)
""Age"" - 39(0.486486486486)",,0.8,0.167412194437,Diabetes,0,0.2675,0.492607340351,0.44310346801,-0.0495038723407,0,,,,,,BMI,0.167412194437,-0.295700516364,0.05689653199,1,near boundary,0,0,1,8,6,8,1,0.966517561112,0.0165789274235,0.136512685717,-0.136512685717,0.119933758293,0.936764477455,0.45,0,,,,,,,,0.142514689104,0.176736454437,0,0.305943885962,,,,,,,,,,,,,,,,,,,5,0,0,0,0.167412194437,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,6,130205,,,0.333333333333,9.033,2.20088453817,21.175,"""Glucose"" - 181(0.905798333617)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 293(0.529984327312)
""BMI"" - 40(0.688395616746) -> 44(0.828884518123)
""Age"" - 22(0.027027027027)",,0.8,0.140488901377,Diabetes,0,0.306384518123,0.44484721091,0.406541988507,-0.0383052224031,0,,,,,,BMI,0.140488901377,-0.272656573065,0.093458011493,0,far from boundary,0,0,1,8,6,8,1,0.899408444718,0.132294051113,0.244630700601,-0.244630700601,0.112336649488,0.827355531782,0.45,0,,,,,,,,0.142514689104,0.145631563882,0,0.722733439714,,,,,,,,,,,,,,,,,,,6,0,0,0,0.140488901377,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,7,130206,,,0.333333333333,9.143,2.21298855918,21.175,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 272(0.486678214963) -> 346(0.639280706096)
""BMI"" - 41.5(0.741078954763)
""Age"" - 27(0.162162162162)",,0.8,0.152602491133,Diabetes,0,0.253681445895,0.477129570752,0.470661070924,-0.00646849982836,0,,,,,,Insulin,0.152602491133,-0.0423879045508,0.029338929076,0,far from boundary,0,0,1,8,6,8,1,0.92780399048,0.054673871648,0.0701690656438,-0.0701690656438,0.0154951939958,0.91302694276,0.45,0,,,,,,,,0.142514689104,0.159626578636,0,0.58746777733,,,,,,,,,,,,,,,,,,,7,0,0,0.152602491133,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,8,130207,,,0.333333333333,10.969,2.39507311243,21.175,"""Glucose"" - 157(0.701751402823)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 440(0.833127113751)
""BMI"" - 39.4(0.66732228154) -> 42.89288(0.79)
""Age"" - 30(0.243243243243)",,0.8,0.12267771846,Diabetes,0,0.295,0.4427041147,0.414811881254,-0.027892233446,0,,,,,,BMI,0.12267771846,-0.227361853449,0.085188118746,0,far from boundary,0,0,1,8,6,8,1,0.900759580583,0.137479314236,0.235573923302,-0.235573923302,0.0980946090658,0.885912017062,0.45,0,,,,,,,,0.142514689104,0.125054032967,0,0.532055537055,,,,,,,,,,,,,,,,,,,8,0,0,0,0.12267771846,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,9,130208,,,0.333333333333,10.827,2.38204301433,21.175,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 207(0.352635486266) -> 337(0.620720943661)
""BMI"" - 37.1(0.586541163248)
""Age"" - 56(0.945945945946)",,0.8,0.268085457395,Diabetes,0,0.522126620643,0.378484007523,0.362441911083,-0.0160420964403,0,,,,,,Insulin,0.268085457395,-0.0598394877372,0.137558088917,0,far from boundary,0,0,1,8,6,8,1,0.946382908521,0.187566199816,0.307787544846,-0.307787544846,0.12022134503,0.799684623654,0.45,0,,,,,,,,0.142514689104,0.29304580854,0,0.733491424334,,,,,,,,,,,,,,,,,,,9,0,0,0.268085457395,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,10,130209,,,0.333333333333,7.871,2.06318511916,21.175,"""Glucose"" - 122(0.404182962081)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 220(0.379444032005) -> 308(0.560917264703)
""BMI"" - 49.7(1)
""Age"" - 31(0.27027027027)",,0.8,0.181473232698,Diabetes,0,0.281473232698,0.475402330642,0.473350488802,-0.0020518418398,0,,,,,,Insulin,0.181473232698,-0.0113065811927,0.026649511198,0,far from boundary,0,0,1,8,6,8,1,0.96370535346,0.0585422796506,0.055938605356,-0.055938605356,-0.00260367429459,0.846516197675,0.45,0,,,,,,,,0.142514689104,0.192981386111,0,0.615026981511,,,,,,,,,,,,,,,,,,,10,0,0,0.181473232698,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,11,130300,,,0.333333333333,4.588,1.52344419927,21.175,"""Glucose"" - 188(0.965312021765)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 185(0.307267178091) -> 254(0.449558690093)
""BMI"" - 32(0.407417813993)
""Age"" - 22(0.027027027027)",,0.8,0.142291512002,No Diabetes,0,0.242373698009,0.47914363584,0.485183875733,0.00604023989307,1,,,,,,Insulin,0.142291512002,0.042449755492,0.014816124267,0,far from boundary,0,0,1,8,6,8,1,0.895465411358,0.0510070332363,0.0354595354277,-0.0354595354277,-0.0155474978086,0.883947147833,0.45,0,,,,,,,,0.142514689104,0.147714147394,1,0.685436247968,,,,,,,,,,,,,,,,,,,11,0,0,0.142291512002,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,12,130301,,,0.333333333333,4.222,1.44030894943,21.175,"""Glucose"" - 169(0.80377486822)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 125(0.183535428524) -> 177(0.290769611482)
""BMI"" - 29.9(0.33366114077)
""Age"" - 31(0.27027027027)",,0.8,0.107234182958,No Diabetes,0,0.208573042188,0.471507571159,0.476052926226,0.00454535506748,1,,,,,,Insulin,0.107234182958,0.0423871842177,0.023947073774,0,far from boundary,0,0,1,8,6,8,1,0.959879478981,0.0681400565705,0.0572515418709,-0.0572515418709,-0.0108885146996,0.916396409768,0.45,0,,,,,,,,0.142514689104,0.107211881173,1,0.384403066086,,,,,,,,,,,,,,,,,,,12,0,0,0.107234182958,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,13,130302,,,0.333333333333,6.799,1.91677554254,21.175,"""Glucose"" - 144(0.591225981976)
""Blood Pressure"" - 58(0.217391304348)
""Insulin"" - 140(0.214468365916) -> 220(0.379444032005)
""BMI"" - 29.5(0.319612250632)
""Age"" - 37(0.432432432432)",,0.8,0.164975666089,No Diabetes,0,0.280363415457,0.457524313708,0.447853187827,-0.00967112588039,0,,,,,,Insulin,0.164975666089,-0.0586215295241,0.052146812173,0,far from boundary,0,0,1,8,6,8,1,0.967004866782,0.0899558203792,0.111105609523,-0.111105609523,0.0211497891436,0.870713241228,0.45,0,,,,,,,,0.142514689104,0.173921496125,1,0.48145812777,,,,,,,,,,,,,,,,,,,13,0,0,0.164975666089,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,14,130303,,,0.333333333333,14.238,2.65591444668,21.175,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 135(0.204157386785)
""BMI"" - 26(0.196684461928) -> 29(0.30205113796)
""Age"" - 51(0.810810810811)",,0.8,0.105366676033,Diabetes,1,0.0045511379601,0.461206551844,0.534905579579,0.0736990277353,1,,,,,,BMI,0.105366676033,0.69945290589,0.034905579579,0,far from boundary,0,1,1,8,6,8,1,0.978926664793,0.0439971594513,0.0395725861586,0.0395725861586,-0.00442457329272,0.872156468221,0.45,0,,,,,,,,0.142514689104,0.105054321978,1,0.744584334929,,,,,,,,,,,,,,,,,,,14,0,0,0,0.105366676033,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,15,130304,,,0.333333333333,5.391,1.68473089647,21.175,"""Glucose"" - 147(0.616731848325)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 293(0.529984327312)
""BMI"" - 34.9(0.509272267491) -> 39.47624(0.67)
""Age"" - 30(0.243243243243)",,0.8,0.160727732509,Diabetes,1,0.0275,0.456284584367,0.509969639356,0.0536850549894,1,,,,,,BMI,0.160727732509,0.334012395692,0.009969639356,0,far from boundary,0,1,1,8,6,8,1,0.967854453498,0.104700083858,0.0238199028004,0.0238199028004,-0.0808801810578,0.886665939866,0.45,0,,,,,,,,0.142514689104,0.169013793757,1,0.40594256816,,,,,,,,,,,,,,,,,,,15,0,0,0,0.160727732509,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,16,130305,,,0.333333333333,5.351,1.67728345933,21.175,"""Glucose"" - 123(0.412684917531)
""Blood Pressure"" - 100(1)
""Insulin"" - 240(0.420687948528) -> 298(0.540295306442)
""BMI"" - 57.3(1)
""Age"" - 22(0.027027027027)",,0.8,0.119607357915,No Diabetes,0,0.0072046935577,0.498825750363,0.499226962358,0.000401211995222,1,,,,,,Insulin,0.119607357915,0.00335440897798,0.000773037642,1,near boundary,0,0,1,8,6,8,1,0.900089401026,0.0975567477394,0.0220510342267,-0.0220510342267,-0.0755057135126,0.786301027421,0.45,0,,,,,,,,0.142514689104,0.121506798663,1,1.37533240279,,,,,,,,,,,,,,,,,,,16,0,0,0.119607357915,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,17,130306,,,0.333333333333,5.667,1.73465987719,21.175,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 86(0.826086956522)
""Insulin"" - 105(0.142291512002) -> 162(0.259836674091)
""BMI"" - 39.1(0.656785613936)
""Age"" - 42(0.567567567568)",,0.8,0.117545162089,Diabetes,1,0.218259548152,0.47579270031,0.526865129688,0.0510724293785,1,,,,,,Insulin,0.117545162089,0.43449197288,0.026865129688,0,far from boundary,0,1,1,8,6,8,1,0.94116962389,0.0253928635876,0.0340905350743,0.0340905350743,0.00869767148678,0.946328887511,0.45,0,,,,,,,,0.142514689104,0.119124312415,1,0.385900724535,,,,,,,,,,,,,,,,,,,17,0,0,0.117545162089,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,18,130307,,,0.333333333333,5.419,1.68991129658,21.175,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265) -> 254(0.449558690093)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)",,0.8,0.144353707828,No Diabetes,0,0.272873657252,0.410097907251,0.476200126369,0.0661022191178,1,,,,,,Insulin,0.144353707828,0.457918401352,0.023799873631,0,far from boundary,0,0,1,8,6,8,1,0.971129258434,0.0898788564425,0.0342399297698,-0.0342399297698,-0.0556389266727,0.89184156042,0.45,0,,,,,,,,0.142514689104,0.150096633642,1,0.462428756509,,,,,,,,,,,,,,,,,,,18,0,0,0.144353707828,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,19,130308,,,0.333333333333,5.829,1.76284545906,21.175,"""Glucose"" - 133(0.497704472029)
""Blood Pressure"" - 102(1)
""Insulin"" - 140(0.214468365916) -> 201(0.340262311309)
""BMI"" - 32.8(0.435515594268)
""Age"" - 45(0.648648648649)",,0.8,0.125793945393,Diabetes,1,0.227778351125,0.466495820489,0.503737224152,0.0372414036623,1,,,,,,Insulin,0.125793945393,0.296050843671,0.003737224152,0,far from boundary,0,1,1,8,6,8,1,0.974841210921,0.0133659365246,0.0439032466967,0.0439032466967,0.0305373101721,0.852142174906,0.45,0,,,,,,,,0.142514689104,0.128654257408,1,0.907385798703,,,,,,,,,,,,,,,,,,,19,0,0,0.125793945393,0,0
R_3GWkluTOGFc2gV5,diabetes,attribution,Blood Pressure + Insulin,testing,No Diabetes,Diabetes,20,130309,,,0.333333333333,7.951,2.07329770692,21.175,"""Glucose"" - 143(0.582724026526)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 310(0.565041656356)
""BMI"" - 42.4(0.772688957572) -> 45.45536(0.88)
""Age"" - 22(0.027027027027)",,0.8,0.107311042428,No Diabetes,0,0.0375,0.481679327756,0.488539951102,0.00686062334528,1,,,,,,BMI,0.107311042428,0.063932128419,0.011460048898,1,near boundary,0,0,1,8,6,8,1,0.978537791514,0.102945766638,0.0283684520973,-0.0283684520973,-0.0745773145408,0.862611967998,0.45,0,,,,,,,,0.142514689104,0.107300678089,1,0.579629117584,,,,,,,,,,,,,,,,,,,20,0,0,0,0.107311042428,0
R_68hRmSDsu9B7qfv,diabetes,none,Blood Pressure + Insulin,training,Diabetes,,1,130100,No Diabetes,0,0.333333333333,10.921,2.39068754122,11.056,"""Glucose"" - 145(0.599727937426)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523)
""Age"" - 40(0.513513513514)",,,,,,,,,,,-0.153035198096,0,0,-0.165074459118,0,,,,,,,0,,,8,3,8,1,,,,,,,0.6,0,,,,,,,,0.221696183237,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
R_68hRmSDsu9B7qfv,diabetes,none,Blood Pressure + Insulin,training,Diabetes,,2,130101,No Diabetes,0,0.333333333333,11.091,2.40613396862,11.056,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 150(0.235090324177)
""BMI"" - 42.3(0.769176735038)
""Age"" - 48(0.72972972973)",,,,,,,,,,,-0.153035198096,0,0,-0.15102556898,0,,,,,,,0,,,8,3,8,1,,,,,,,0.6,0,,,,,,,,0.221696183237,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
R_68hRmSDsu9B7qfv,diabetes,none,Blood Pressure + Insulin,training,Diabetes,,3,130102,Diabetes,1,0.333333333333,12.449,2.5216402984,11.056,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 110(0.152602491133)
""BMI"" - 37.1(0.586541163248)
""Age"" - 43(0.594594594595)",,,,,,,,,,,-0.153035198096,0,0,-0.154537791514,0,,,,,,,0,,,8,3,8,1,,,,,,,0.6,0,,,,,,,,0.221696183237,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
R_68hRmSDsu9B7qfv,diabetes,none,Blood Pressure + Insulin,training,No Diabetes,,4,130103,No Diabetes,1,0.333333333333,10.68,2.36837283353,11.056,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)",,,,,,,,,,,0.153035198096,0,0,0.15102556898,0,,,,,,,0,,,8,3,8,1,,,,,,,0.6,0,,,,,,,,0.221696183237,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
R_68hRmSDsu9B7qfv,diabetes,none,Blood Pressure + Insulin,training,No Diabetes,,5,130104,Diabetes,0,0.333333333333,11.751,2.46393834335,11.056,"""Glucose"" - 158(0.710253358272)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 245(0.430998927658)
""BMI"" - 31.6(0.393368923855)
""Age"" - 28(0.189189189189)",,,,,,,,,,,0.153035198096,0,0,0.158050014049,0,,,,,,,0,,,8,3,8,1,,,,,,,0.6,0,,,,,,,,0.221696183237,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
R_68hRmSDsu9B7qfv,diabetes,none,Blood Pressure + Insulin,training,No Diabetes,,6,130105,Diabetes,0,0.333333333333,11.364,2.43045046399,11.056,"""Glucose"" - 123(0.412684917531)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 94(0.119607357915)
""BMI"" - 33.1(0.446052261871)
""Age"" - 40(0.513513513514)",,,,,,,,,,,0.153035198096,0,0,0.154537791514,0,,,,,,,0,,,8,3,8,1,,,,,,,0.6,0,,,,,,,,0.221696183237,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
