participant,domain,xai,phase,original label,target label,trial number,instance id,training response,training correct (0/1),participant training accuracy,response time (seconds),log(time),participant median time,attribute values before and after,explanation,sparsity,dist user CF from orig,user CF label,successful CF,distance to closest minimal counterfactual,confidence for target label original,confidence for target label user CF,delta confidence of target label,user CF increase target label confidence?,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change,x_1_changed,x_2_changed,x_3_changed,x_4_changed,x_5_changed,delta confidence/change amount,confidence of counterfactual - 50%,close to boundary old,distance to boundary,CRT-2 score (0-4),successful counterfactual (continuous),actionability (0/1),plausibility,abs dist original to boundary,abs dist user CF to boundary,sign dist user CF to boundary,boundary dist change (user - original),plausibility (subset),participant level correct direction change,% x4_changed > 50,cognitive model v0.1 family,explanation reliance (η),global relevance reliance (α),additive change margin (ρ),exemplar locality (λ),remembered-change reliance (β),age treated as actionable (0/1),mean participant CF dist to orig,Norm(proximity),x_1_changed_in_training_cf_direction,x_2_changed_in_training_cf_direction,x_3_changed_in_training_cf_direction,x_4_changed_in_training_cf_direction,x_5_changed_in_training_cf_direction,dist to nearest training instance (L1 normalized),nearest training instance id,opposite-class centroid distance original (L1 normalized),opposite-class centroid distance new (L1 normalized),opposite-class centroid distance change (new - original),same-class centroid distance original (L1 normalized),participant mean boundary distance new,participant median boundary distance new,participant SD boundary distance new,participant IQR boundary distance new,instance mean boundary distance new,instance median boundary distance new,instance SD boundary distance new,instance testing row count,x_1_absolute_change,x_1_signed_change_toward_training_cf_direction,x_2_absolute_change,x_2_signed_change_toward_training_cf_direction,x_3_absolute_change,x_3_signed_change_toward_training_cf_direction,x_4_absolute_change,x_4_signed_change_toward_training_cf_direction,x_5_absolute_change,x_5_signed_change_toward_training_cf_direction,median response time < 10,x_1 Glucose SHAP change Δφ,x_2 Blood Pressure SHAP change Δφ,x_3 Insulin SHAP change Δφ,x_4 BMI SHAP change Δφ,x_5 Age SHAP change Δφ,x_1 Glucose target-helpful SHAP change,x_2 Blood Pressure target-helpful SHAP change,x_3 Insulin target-helpful SHAP change,x_4 BMI target-helpful SHAP change,x_5 Age target-helpful SHAP change,x_1_train_change,x_2_train_change,x_3_train_change,x_4_train_change,x_5_train_change,mean(proximity),mean(sparsity),sign dist user CF + original dist,x_1 Glucose original value,x_2 Blood Pressure original value,x_3 Insulin original value,x_4 BMI original value,x_5 Age original value,x_1 Glucose final changed value,x_2 Blood Pressure final changed value,x_3 Insulin final changed value,x_4 BMI final changed value,x_5 Age final changed value
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,Diabetes,No Diabetes,9,160204,,,0.4166666667,9.997,2.302285048,9.7655,"""Glucose"" - 125(0.429688828431) -> 164(0.761265090971)
""Blood Pressure"" - 70(0.478260869565) -> 59(0.239130434783)
""Insulin"" - 122(0.177348841046)
""BMI"" - 28.9(0.298538915426)
""Age"" - 45(0.648648648649)",,0.6,0.5707066973,Diabetes,0,0.770685569,0.0314886929,0.2781127183,0.2466240254,1,0.3315762625,-0.239130435,,,,1,1,0,0,0,0.4321379555,0.2218872817,0,near boundary,3,0,1,0.9169500763,0.0395820491,0.0302860596,-0.03028606,-0.00929599,0.9142755088,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.207697837,0,1,,,,0.352966142,160101,0.5282999156,0.9012018424,0.3729019269,0.7737133544,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.1357575649,0.1167453892,0.0834032193,62,0.3315762625,-0.331576263,0.2391304348,0.2391304348,,,,,,,0,-0.394092923,0,,,,-0.394092923,0,,,,,,,,,0.3858115177,,0.0092959895,125,70,122,28.9,45,164,59,,,
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,Diabetes,No Diabetes,10,160212,,,0.4166666667,29.709,3.3914500302,9.7655,"""Glucose"" - 111(0.310661452134) -> 179(0.888794422717)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 207(0.352635486266)
""BMI"" - 37.1(0.586541163248)
""Age"" - 56(0.945945945946)",,0.8,0.5781329706,Diabetes,0,0.7781288462,0.0145223684,0.0033924077,-0.011129961,0,0.5781329706,,,,,1,0,0,0,0,-0.019251558,0.4966075923,0,near boundary,3,0,1,0.9220443377,0.0372518432,0.1645469745,-0.164546974,0.1272951312,0.8437032198,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.2106233637,0,,,,,0.5592181795,160107,1.413928036,1.6576507589,0.2437227229,0.822492173,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.1258676994,0.0853823844,0.1245684753,62,0.5781329706,-0.578132971,,,,,,,,,0,-0.541488107,,,,,-0.541488107,,,,,,,,,,0.3858115177,,-0.127295131,111,72,207,37.1,56,179,,,,
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,No Diabetes,Diabetes,11,160217,,,0.4166666667,25.321,3.231634091,9.7655,"""Glucose"" - 112(0.319163407584) -> 159(0.718755313722)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 94(0.119607357915)
""BMI"" - 34.1(0.481174487216)
""Age"" - 26(0.135135135135)",,0.8,0.3995919061,No Diabetes,0,0.4077170182,0.155856768,0.3749774483,0.2191206804,1,0.3995919061,,,,,1,0,0,0,0,0.5483611579,0.1250225517,1,near boundary,3,0,1,0.9362994983,0.0307606911,0.0110413855,-0.011041386,-0.019719306,0.9362994983,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.1402884001,1,,,,,0.7180944147,160110,1.1361562807,1.0681406371,-0.068015644,0.529624304,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.0922639202,0.0740965138,0.0736682451,62,0.3995919061,0.3995919061,,,,,,,,,0,-0.241255115,,,,,0.2412551151,,,,,,,,,,0.3858115177,,0.0197193055,112,68,94,34.1,26,159,,,,
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,No Diabetes,Diabetes,12,160215,,,0.4166666667,15.277,2.7263484294,9.7655,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 60(0.260869565217)
""Insulin"" - 106(0.144353707828) -> 308(0.560917264703)
""BMI"" - 33.8(0.470637819612)
""Age"" - 27(0.162162162162)",,0.8,0.4165635569,Diabetes,1,0.4165506774,0.0776241236,0.9915266987,0.9139025751,1,,,0.4165635569,,,0,0,1,0,0,2.1939090926,0.4915266987,1,near boundary,3,1,1,0.911981783,0.0606767912,0.0881205707,0.0881205707,0.0274437795,0.7705132412,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.1469742594,,,1,,,0.7308702369,160110,1.2263228376,1.241445607,0.0151227694,0.6337174719,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.1012295016,0.0830815403,0.0652364124,62,,,,,0.4165635569,0.4165635569,,,,,0,,,-0.551375583,,,,,0.5513755827,,,,,,,,0.3858115177,,0.1487973619,117,60,106,33.8,27,,,308,,
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,No Diabetes,Diabetes,13,160219,,,0.4166666667,13.467,2.6002422485,9.7655,"""Glucose"" - 139(0.548716204727) -> 189(0.973813977215)
""Blood Pressure"" - 64(0.347826086957) -> 76(0.608695652174)
""Insulin"" - 140(0.214468365916)
""BMI"" - 28.6(0.288002247822)
""Age"" - 26(0.135135135135)",,0.6,0.6859673377,Diabetes,1,0.894173788,0.0513636971,0.9887485454,0.9373848483,1,0.4250977725,0.2608695652,,,,1,1,0,0,0,1.3665152796,0.4887485454,1,near boundary,3,1,1,0.9061137576,0.0388635659,0.070733831,0.070733831,0.0318702651,0.8982927506,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.2531039343,1,1,,,,0.6558026122,160101,1.0918712367,1.2475974886,0.1557262518,0.4744603433,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.09468298,0.0858376106,0.0646514092,62,0.4250977725,0.4250977725,0.2608695652,0.2608695652,,,,,,,0,-0.504646467,-0.214943723,,,,0.5046464674,0.214943723,,,,,,,,,0.3858115177,,0.1095973969,139,64,140,28.6,26,189,76,,,
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,No Diabetes,Diabetes,14,160216,,,0.4166666667,11.664,2.4565071753,9.7655,"""Glucose"" - 151(0.650739670124)
""Blood Pressure"" - 62(0.304347826087)
""Insulin"" - 120(0.173224449394) -> 240(0.420687948528)
""BMI"" - 35.5(0.530345602697)
""Age"" - 28(0.189189189189)",,0.8,0.2474634991,Diabetes,1,0.2475659658,0.0575860455,0.9993522771,0.9417662316,1,,,0.2474634991,,,0,0,1,0,0,3.8056773418,0.4993522771,1,near boundary,3,1,1,0.9505073002,0.0348212788,0.1588589,0.1588589,0.1240376213,0.8505308697,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.0803585122,,,1,,,0.4998821523,160110,0.9854249236,0.8891891184,-0.096235805,0.7084704117,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.1006419752,0.0680979092,0.0946611829,62,,,,,0.2474634991,0.2474634991,,,,,0,,,-0.449600096,,,,,0.4496000964,,,,,,,,0.3858115177,,0.1936801788,151,62,120,35.5,28,,,240,,
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,No Diabetes,Diabetes,15,160206,,,0.4166666667,23.009,3.1358854437,9.7655,"""Glucose"" - 103(0.242645808536) -> 134(0.506206427478)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 82(0.0948610080013)
""BMI"" - 19.4(0)
""Age"" - 22(0.027027027027)",,0.8,0.2635606189,No Diabetes,0,0.4141785043,2.604494e-11,5.7284076e-6,5.7283815e-6,1,0.2635606189,,,,,1,0,0,0,0,0.0000217346,0.4999942716,0,far from boundary,3,0,1,0.9472878762,0.5589463979,0.3089804925,-0.308980493,-0.249965905,0.8898191636,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.0866998564,1,,,,,0.2873435629,160103,1.6672825352,1.4037219162,-0.263560619,1.1140512563,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.2256563117,0.1917100738,0.1691444649,62,0.2635606189,0.2635606189,,,,,,,,,0,-0.100509047,,,,,0.1005090465,,,,,,,,,,0.3858115177,,0.2499659053,103,80,82,19.4,22,134,,,,
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,No Diabetes,Diabetes,16,160218,,,0.4166666667,14.964,2.7056473165,9.7655,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304) -> 81(0.717391304348)
""Insulin"" - 193(0.3237647447) -> 177(0.290769611482)
""BMI"" - 29.3(0.312587805563)
""Age"" - 39(0.486486486486)",,0.6,0.1851690463,Diabetes,1,0.3852503846,0.0239115963,0.7608258738,0.7369142775,1,,0.152173913,-0.032995133,,,0,1,1,0,0,3.9796839285,0.2608258738,0,far from boundary,3,1,1,0.9629661907,0.0818222237,0.0256916272,0.0256916272,-0.056130596,0.8981381309,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.0558180622,,1,0,,,0.3901305655,160101,0.5082740208,0.5340227772,0.0257487564,0.7356625016,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.0881326827,0.0710283616,0.0742651953,62,,,0.152173913,0.152173913,0.0329951332,-0.032995133,,,,,0,,0,-0.136095352,,,,0,0.1360953521,,,,,,,,0.3858115177,,0.1075138509,154,74,193,29.3,39,,81,177,,
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,No Diabetes,Diabetes,17,160208,,,0.4166666667,17.313,2.8514576644,9.7655,"""Glucose"" - 126(0.43819078388)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 75(0.0804256372185) -> 128(0.189722016003)
""BMI"" - 25.9(0.193172239393)
""Age"" - 39(0.486486486486)",,0.8,0.1092963788,No Diabetes,0,0.3093777171,0.0118459204,0.4764730769,0.4646271566,1,,,0.1092963788,,,0,0,1,0,0,4.251075486,0.0235269231,0,far from boundary,3,0,1,0.9781407242,0.0900870805,0.0020849175,-0.002084918,-0.088002163,0.9198867291,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.0259285725,,,1,,,0.3407626756,160105,0.862526739,0.7532303602,-0.109296379,0.4922175126,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.1397863527,0.1026645563,0.1172302105,62,,,,,0.1092963788,0.1092963788,,,,,0,,,0,,,,,0,,,,,,,,0.3858115177,,0.088002163,126,74,75,25.9,39,,,128,,
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,No Diabetes,Diabetes,18,160207,,,0.4166666667,8.441,2.133100785,9.7655,"""Glucose"" - 89(0.123618432239) -> 142(0.574222071076)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 85(0.10104759548)
""BMI"" - 30.4(0.351222253442)
""Age"" - 38(0.459459459459)",,0.8,0.4506036388,Diabetes,1,0.5114719172,3.0657169e-6,0.9583769706,0.9583739049,1,0.4506036388,,,,,1,0,0,0,0,2.1268667677,0.4583769706,0,far from boundary,3,1,1,0.9316539427,0.2041352752,0.1287022633,0.1287022633,-0.075433012,0.9153393497,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.160384104,1,,,,,0.2878621507,160104,1.0254541454,0.6173602838,-0.408093862,0.6710560297,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.1643015192,0.1573915557,0.1165105383,62,0.4506036388,0.4506036388,,,,,,,,,0,-0.568550336,,,,,0.5685503361,,,,,,,,,,0.3858115177,,0.3328375385,89,74,85,30.4,38,142,,,,
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,No Diabetes,Diabetes,19,160205,,,0.4166666667,8.096,2.0913701125,9.7655,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 46(0.0206219582612) -> 128(0.189722016003)
""BMI"" - 19.5(0) -> 24.10136(0.13)
""Age"" - 28(0.189189189189)",,0.6,0.2991000577,No Diabetes,0,0.54518407,4.5595059e-6,9.2179083e-6,4.6584024e-6,1,,,0.1691000577,0.13,,0,0,1,1,0,0.0000155747,0.4999907821,0,far from boundary,3,0,1,0.9589630954,0.2844351188,0.2228006952,-0.222800695,-0.061634424,0.9129361993,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.1007003618,,,1,1,,0.230110317,160103,1.6338507964,1.3347507386,-0.299100058,0.9211992276,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.1860650222,0.1443865076,0.1492789479,62,,,,,0.1691000577,0.1691000577,0.13,0.13,,,0,,,0,-0.026744144,,,,0,0.0267441443,,,,,,,0.3858115177,,0.0616344236,100,74,46,19.5,28,,,128,24.10136,
R_3pZ1OVs4kWTC7GB,diabetes,none,testing,No Diabetes,Diabetes,20,160209,,,0.4166666667,5.942,1.782045777,9.7655,"""Glucose"" - 83(0.0726066995409) -> 147(0.616731848325)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 71(0.072176853914)
""BMI"" - 29.3(0.312587805563)
""Age"" - 36(0.405405405405)",,0.8,0.5441251488,Diabetes,1,0.6565483228,4.0476834e-6,0.9925321202,0.9925280725,1,0.5441251488,,,,,1,0,0,0,0,1.8240804983,0.4925321202,0,far from boundary,3,1,1,0.9051513967,0.2152198711,0.1577375086,0.1577375086,-0.057482362,0.8975919313,0.85,0,weighted examples,0,,0.05,2,0,0,0.3858115177,0.1972262278,1,,,,,0.312519945,160104,1.1255613534,0.7089655364,-0.416595817,0.7525102547,0.1235480826,0.143219886,0.0904393175,0.1411939444,0.1703310018,0.1564387104,0.1245386675,62,0.5441251488,0.5441251488,,,,,,,,,0,-0.648917296,,,,,0.6489172956,,,,,,,,,,0.3858115177,,0.3729573798,83,78,71,29.3,36,147,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,No Diabetes,,1,160105,No Diabetes,1,0.75,14.211,2.6540163126,8.249,"""Glucose"" - 116(0.353171229383)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 87(0.105171987132)
""BMI"" - 22.1(0.0597077830851)
""Age"" - 37(0.432432432432)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.1360312872,,,0.1756111267,,0.5436392693,,,116,72,87,22.1,37,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,No Diabetes,,2,160104,No Diabetes,1,0.75,15.078,2.7132367278,8.249,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 73(0.0763012455663)
""BMI"" - 25.9(0.193172239393)
""Age"" - 36(0.405405405405)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.2805645298,,,0.1000983422,,0.5436392693,,,95,74,73,25.9,36,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,Diabetes,,3,160100,Diabetes,1,0.75,4.222,1.4403089494,8.249,"""Glucose"" - 186(0.948308110865)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 225(0.389755011136)
""BMI"" - 34.5(0.495223377353)
""Age"" - 37(0.432432432432)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.212548886,,,-0.151025569,,0.5436392693,,,186,90,225,34.5,37,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,No Diabetes,,4,160103,No Diabetes,1,0.75,6.683,1.8995669885,8.249,"""Glucose"" - 99(0.208637986737)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 64(0.0577414831312)
""BMI"" - 19.3(0)
""Age"" - 30(0.243243243243)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.1020234654,,,0.2950266929,,0.5436392693,,,99,80,64,19.3,30,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,Diabetes,,5,160101,Diabetes,1,0.75,3.7,1.3083328197,8.249,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.099982996,,,-0.119415566,,0.5436392693,,,149,68,127,29.3,42,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,Diabetes,,6,160102,Diabetes,1,0.75,4.167,1.4271963524,8.249,"""Glucose"" - 187(0.956810066315)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 304(0.552668481399)
""BMI"" - 37.7(0.607614498455)
""Age"" - 41(0.540540540541)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-0.314572352,,,-0.100098342,,0.5436392693,,,187,68,304,37.7,41,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,No Diabetes,,7,160110,Diabetes,0,0.75,22.228,3.1013527554,8.249,"""Glucose"" - 180(0.897296378167)
""Blood Pressure"" - 64(0.347826086957)
""Insulin"" - 70(0.0701146580879)
""BMI"" - 34(0.477662264681)
""Age"" - 26(0.135135135135)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.152173913,0.0999958756,,,0.5436392693,,,180,64,70,34,26,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,Diabetes,,8,160107,No Diabetes,0,0.75,18.206,2.9017512101,8.249,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,-0.1,-0.099995876,,,0.5436392693,,,100,78,184,36.6,46,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,Diabetes,,9,160108,Diabetes,1,0.75,7.859,2.0616593719,8.249,"""Glucose"" - 95(0.174630164938)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 180(0.296956198961)
""BMI"" - 35(0.512784490025)
""Age"" - 43(0.594594594595)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,-0.1,-0.099995876,,,0.5436392693,,,95,82,180,35,43,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,No Diabetes,,10,160109,Diabetes,0,0.75,10.362,2.3381452684,8.249,"""Glucose"" - 191(0.990817888114)
""Blood Pressure"" - 68(0.434782608696)
""Insulin"" - 130(0.193846407655)
""BMI"" - 30.9(0.368783366114)
""Age"" - 34(0.351351351351)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.1,0.0999958756,,,0.5436392693,,,191,68,130,30.9,34,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,Diabetes,,11,160106,Diabetes,1,0.75,7.173,1.9703239771,8.249,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,-0.1,-0.099995876,,,0.5436392693,,,120,80,200,38.9,41,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,training,No Diabetes,,12,160111,No Diabetes,1,0.75,8.639,2.1562868354,8.249,"""Glucose"" - 103(0.242645808536)
""Blood Pressure"" - 30(0)
""Insulin"" - 83(0.0969232038274)
""BMI"" - 43.3(0.804298960382)
""Age"" - 33(0.324324324324)",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1.347826087,0.1484780995,,,0.5436392693,,,103,30,83,43.3,33,,,,,
R_5CNiW73tAkn7Lk5,diabetes,none,testing,Diabetes,No Diabetes,1,160214,,,0.75,13.77,2.6224923127,8.249,"""Glucose"" - 104(0.251147763986)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 156(0.247463499134)
""BMI"" - 29.9(0.33366114077) -> 25.52496(0.18)
""Age"" - 41(0.540540540541)",,0.8,0.1536611408,No Diabetes,1,0.1535586741,0.0040397564,0.9968753303,0.9928355739,1,,,,-0.153661141,,0,0,0,1,0,6.4612013743,0.4968753303,0,near boundary,1,1,1,0.9692677718,0.0501717968,0.064470741,0.064470741,0.0142989442,0.9208025546,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,0.0434057502,,,,1,,0.5233038891,160104,0.75346257,0.8743429671,0.1208803971,0.6879889416,0.0971856362,0.0811315295,0.0550160225,0.0847729183,0.1124680075,0.0909241077,0.0865221178,62,,,,,,,0.1536611408,0.1536611408,,,0,,,,0.5166748451,,,,,0.5166748451,,,,,,,0.5436392693,,0.1146425378,104,74,156,29.9,41,,,,25.52496,
R_5CNiW73tAkn7Lk5,diabetes,none,testing,Diabetes,No Diabetes,2,160204,,,0.75,14.338,2.6629133554,8.249,"""Glucose"" - 125(0.429688828431) -> 105(0.259649719435)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 122(0.177348841046)
""BMI"" - 28.9(0.298538915426) -> 25.24024(0.17)
""Age"" - 45(0.648648648649)",,0.6,0.2985780244,No Diabetes,1,0.2985909039,0.0314886929,0.9999100745,0.9684213815,1,-0.170039109,,,-0.128538915,,1,0,0,1,0,3.2434449368,0.4999100745,0,near boundary,1,1,1,0.9402843951,0.0395820491,0.1774822065,0.1774822065,0.1379001573,0.8928629884,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,0.1004947105,1,,,1,,0.352966142,160101,0.5282999156,0.82687794,0.2985780244,0.7737133544,0.0971856362,0.0811315295,0.0550160225,0.0847729183,0.1357575649,0.1167453892,0.0834032193,62,0.170039109,0.170039109,,,,,0.1285389154,0.1285389154,,,0,0.1600044222,,,0.4379435043,,0.1600044222,,,0.4379435043,,,,,,,0.5436392693,,0.2170642556,125,70,122,28.9,45,105,,,25.24024,
R_5CNiW73tAkn7Lk5,diabetes,none,testing,Diabetes,No Diabetes,3,160211,,,0.75,9.5,2.2512917986,8.249,"""Glucose"" - 145(0.599727937426) -> 114(0.336167318483)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523) -> 26.66384(0.22)
""Age"" - 40(0.513513513514)",,0.6,0.6581995625,No Diabetes,1,0.6582165664,0.0173759568,0.8859353857,0.8685594289,1,-0.263560619,,,-0.394638944,,1,0,0,1,0,1.3195989156,0.3859353857,0,far from boundary,1,1,1,0.9200532388,0.0747170723,0.0345524815,0.0345524815,-0.040164591,0.8958070654,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,0.2421650197,1,,,1,,0.4190518464,160106,0.9793735863,0.7991140768,-0.18025951,0.3839051767,0.0971856362,0.0811315295,0.0550160225,0.0847729183,0.1017527879,0.0775711114,0.0888267959,62,0.2635606189,0.2635606189,,,,,0.3946389435,0.3946389435,,,0,0.5151225479,,,0.4108137647,,0.5151225479,,,0.4108137647,,,,,,,0.5436392693,,0.1092695539,145,80,130,37.9,40,114,,,26.66384,
R_5CNiW73tAkn7Lk5,diabetes,none,testing,Diabetes,No Diabetes,4,160201,,,0.75,7.799,2.0539955203,8.249,"""Glucose"" - 187(0.956810066315)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 200(0.338200115483) -> 118(0.169100057741)
""BMI"" - 36.4(0.561955605507) -> 26.94856(0.23)
""Age"" - 36(0.405405405405)",,0.6,0.5010556632,No Diabetes,1,0.4402043888,0.0000100978,0.9465596135,0.9465495157,1,,,-0.169100058,-0.331955606,,0,0,1,1,0,1.8891105023,0.4465596135,0,far from boundary,1,1,1,0.9409860295,0.2811421175,0.0566991156,0.0566991156,-0.224443002,0.9409860295,1,0,feature contribution,0,0,0.1,,,0,0.5436392693,0.1802593149,,,1,1,,0.4387406549,160102,1.1026266726,0.7761125472,-0.326514125,0.7680003968,0.0971856362,0.0811315295,0.0550160225,0.0847729183,0.1364671895,0.1135632332,0.1186592959,62,,,,,0.1691000577,0.1691000577,0.3319556055,0.3319556055,,,0,,,0.248660308,0,,,,0.248660308,0,,,,,,,0.5436392693,,0.3378412331,187,70,200,36.4,36,,,118,26.94856,
