row_id,peak_temperature_c,heating_rate_c_min,soak_time_min,cooling_rate_c_min,body_moisture_pct,pressing_pressure_mpa,green_density_g_cm3,particle_d50_um,feldspar_pct,target
676,1193.7,7.02,28.7,5.01,6.08,33.1,1.877,12.2,25.82,1
677,1219.5,9.35,29.8,6.67,3.11,30.8,1.846,12.87,22.28,1
678,1180.4,6.02,39.4,7.46,6.92,34.8,1.86,14.24,23.01,1
679,1154.8,7.55,51.1,6.25,5.95,32.4,1.794,10.89,20.55,1
680,1185.2,8.76,62.7,4.68,5.61,22.7,1.798,10.73,24.37,1
681,1179.3,5.2,43.0,5.82,6.44,18.0,1.727,12.07,22.99,1
682,1240.7,6.18,67.5,5.66,4.63,33.3,1.836,12.74,20.46,1
683,1214.9,8.24,17.3,4.53,7.1,25.7,1.747,9.74,25.56,1
684,1183.6,7.69,25.3,5.77,5.25,36.9,1.92,19.59,23.76,0
685,1150.3,7.26,37.6,7.23,6.32,33.8,1.853,13.66,20.31,0
686,1190.7,6.91,28.7,6.28,4.89,29.7,1.83,12.83,20.68,0
687,1180.4,11.63,24.2,5.43,5.12,31.0,1.849,10.67,23.19,0
688,1211.3,9.88,52.8,6.56,6.39,38.5,1.883,10.28,20.77,1
689,1191.7,5.31,43.1,6.87,6.78,35.6,1.852,14.07,23.48,0
690,1179.1,6.99,42.4,9.36,6.86,39.7,1.855,16.02,22.35,1
691,1222.5,6.65,42.7,7.65,4.94,26.7,1.83,17.66,15.47,1
692,1189.1,7.3,64.6,3.44,4.43,32.5,1.853,12.87,25.1,1
693,1175.2,5.9,57.4,7.08,5.83,22.3,1.755,9.47,29.64,1
694,1192.5,7.1,19.6,6.84,5.12,31.1,1.835,14.61,26.91,1
695,1182.5,7.23,39.9,3.78,6.66,27.7,1.828,17.75,23.73,0
696,1193.0,7.43,33.8,5.29,6.76,27.9,1.819,13.88,22.23,1
697,1129.2,5.28,45.8,5.02,5.23,36.3,1.901,14.94,17.15,0
698,1177.6,7.25,46.2,4.9,5.81,28.6,1.82,12.77,20.81,0
699,1180.2,5.12,57.0,7.31,5.5,31.5,1.859,16.11,22.98,1
700,1182.4,4.87,37.8,7.21,4.75,29.3,1.812,11.45,21.63,0
701,1184.8,6.46,26.5,8.01,4.96,33.9,1.873,7.45,32.0,1
702,1226.7,7.46,56.0,3.83,5.84,35.8,1.854,17.1,22.91,1
703,1198.7,6.02,47.3,5.49,6.22,35.5,1.874,13.22,25.22,0
704,1198.4,6.69,44.0,3.72,6.43,20.2,1.703,12.0,21.0,1
705,1173.7,8.7,35.6,6.92,5.48,25.7,1.825,14.47,17.79,0
706,1156.6,9.25,44.8,8.71,5.2,34.0,1.862,12.57,21.96,0
707,1200.2,7.83,52.1,6.27,7.06,27.7,1.798,14.17,20.64,1
708,1181.5,5.27,31.2,6.74,4.79,30.3,1.831,10.39,23.23,0
709,1178.4,2.91,46.2,7.09,5.28,18.5,1.784,14.2,22.03,0
710,1179.2,9.91,56.8,8.13,7.39,36.0,1.865,11.02,21.92,1
711,1199.2,9.39,55.0,8.02,6.1,32.6,1.821,14.08,18.26,1
712,1175.8,7.15,40.7,5.83,4.87,39.1,1.889,15.88,26.08,1
713,1190.2,7.04,34.4,7.66,5.09,34.6,1.903,10.64,24.0,0
714,1162.1,8.34,33.4,6.69,6.09,34.1,1.846,15.86,16.02,0
715,1193.6,5.61,34.2,7.83,7.01,18.4,1.762,14.09,17.35,1
716,1150.3,6.33,46.2,5.87,5.45,42.3,1.924,12.41,20.76,0
717,1177.2,2.5,40.8,5.28,6.2,33.0,1.836,10.1,24.24,0
718,1178.0,6.8,18.1,5.24,5.29,36.3,1.916,11.57,20.42,0
719,1202.2,5.53,51.3,6.84,5.54,27.4,1.802,13.0,19.55,1
720,1193.0,8.9,47.8,6.57,6.61,31.8,1.799,13.41,23.09,1
721,1217.2,7.34,47.1,5.44,5.28,33.5,1.871,11.36,21.28,1
722,1165.0,6.59,44.4,5.34,6.81,28.0,1.794,11.31,21.56,0
723,1191.1,6.43,21.5,6.08,6.34,25.4,1.806,16.9,17.89,0
724,1218.4,6.4,29.9,4.7,5.7,30.9,1.779,7.91,22.51,1
725,1183.7,6.39,36.0,10.14,6.98,27.6,1.818,10.47,27.69,1
726,1227.0,5.28,39.8,7.92,5.31,36.6,1.879,13.15,17.51,1
727,1184.2,9.57,48.2,6.61,6.3,30.5,1.857,6.59,15.7,0
728,1194.7,7.11,42.5,8.38,7.46,35.5,1.828,10.67,24.69,1
729,1176.3,7.53,23.5,5.2,6.77,34.5,1.843,10.66,20.3,0
730,1187.2,8.5,39.8,7.22,6.54,30.7,1.815,16.46,22.49,1
731,1166.9,5.96,41.5,7.25,4.05,40.7,1.925,18.22,18.58,0
732,1209.0,7.42,43.4,8.83,4.89,29.5,1.863,10.34,25.72,1
733,1215.7,6.35,15.0,4.55,4.46,23.8,1.805,11.74,24.76,1
734,1196.9,9.53,32.4,4.04,6.32,32.6,1.82,22.36,24.07,1
735,1160.0,9.11,35.1,4.97,7.28,30.8,1.823,12.76,21.22,0
736,1180.7,8.55,48.4,6.33,4.41,20.8,1.775,9.23,22.78,1
737,1195.8,7.21,37.4,2.99,6.43,36.3,1.877,16.86,23.32,1
738,1166.8,8.98,57.3,7.92,6.08,31.5,1.833,16.01,23.8,1
739,1169.7,7.67,33.4,4.72,4.98,28.5,1.857,13.22,16.36,0
740,1180.3,6.8,40.0,6.89,4.82,18.0,1.797,8.14,19.87,0
741,1151.5,8.98,26.9,6.18,6.24,42.8,1.908,14.26,26.63,0
742,1162.5,6.8,50.0,7.18,6.11,34.2,1.825,11.78,18.41,0
743,1175.9,6.7,47.4,6.81,5.44,32.7,1.832,12.98,17.24,1
744,1218.9,7.91,39.5,6.96,6.06,35.8,1.861,13.48,23.52,1
745,1178.8,8.56,29.7,6.12,4.61,31.1,1.83,9.68,20.53,0
746,1208.0,6.53,47.9,7.81,6.6,30.8,1.841,6.08,23.64,1
747,1198.6,7.5,57.9,6.59,5.99,32.9,1.894,9.36,21.73,1
748,1221.5,9.43,41.1,8.9,5.72,30.5,1.856,12.95,19.36,1
749,1187.2,6.31,64.0,6.17,6.88,25.9,1.784,14.42,27.81,1
750,1184.6,6.26,58.8,3.59,6.23,30.3,1.799,14.11,23.69,1
751,1211.5,6.54,38.8,4.79,3.87,33.0,1.876,12.61,20.01,0
752,1151.0,4.98,31.1,5.83,5.5,35.0,1.885,17.41,21.61,0
753,1157.6,5.07,24.3,5.12,5.07,34.8,1.894,14.45,25.07,0
754,1189.8,6.74,37.5,5.65,7.06,32.4,1.836,14.52,24.31,1
755,1150.4,6.52,44.4,7.32,6.04,27.2,1.817,16.59,28.81,1
756,1154.8,7.33,69.8,6.12,5.03,30.8,1.795,12.14,24.51,1
757,1169.5,9.81,41.3,6.1,5.67,33.2,1.871,13.49,22.06,1
758,1213.1,9.52,43.8,6.84,5.22,23.0,1.83,16.03,20.08,1
759,1179.8,6.85,50.2,5.49,4.67,31.7,1.838,17.26,18.17,0
760,1187.3,9.3,44.1,7.81,6.91,28.2,1.797,13.67,21.07,1
761,1197.1,6.79,23.0,5.34,5.26,33.4,1.854,18.23,20.32,1
762,1201.2,6.06,49.7,6.42,5.69,33.4,1.838,17.33,23.1,1
763,1204.4,9.18,43.0,6.95,5.52,29.2,1.841,13.36,23.87,1
764,1148.1,5.32,26.3,6.37,5.82,23.5,1.776,13.03,24.71,0
765,1175.4,7.89,24.0,4.52,3.08,29.6,1.861,14.75,16.13,0
766,1177.8,5.26,43.5,5.28,6.62,34.2,1.87,16.66,27.89,1
767,1149.1,5.21,24.1,5.13,3.91,32.6,1.829,15.85,22.42,0
768,1178.6,6.48,38.1,6.21,6.84,30.1,1.819,14.47,23.24,0
769,1153.0,9.89,45.2,8.32,5.53,27.1,1.82,10.54,24.73,1
770,1172.8,12.5,15.0,5.49,5.83,30.7,1.842,10.34,22.33,0
771,1165.2,9.44,41.3,6.84,6.32,32.6,1.862,10.43,22.18,0
772,1200.5,6.18,38.8,3.97,4.71,33.2,1.867,15.59,21.88,0
773,1189.6,6.59,46.9,7.62,5.91,34.2,1.878,14.33,28.29,1
774,1207.2,6.19,34.1,6.07,5.19,37.5,1.943,11.73,20.59,0
775,1144.1,5.8,45.8,7.91,5.79,30.7,1.842,15.47,21.1,0
776,1172.1,8.3,35.4,8.34,5.44,28.1,1.811,19.41,22.01,1
777,1180.0,6.33,51.1,7.33,5.29,30.7,1.831,13.4,22.39,1
778,1183.1,9.49,33.4,6.36,5.45,29.5,1.858,12.42,25.03,1
779,1181.0,9.04,41.2,5.93,6.28,34.5,1.85,12.46,21.53,1
780,1210.5,10.45,37.6,6.0,4.59,29.2,1.778,13.31,17.91,1
781,1157.7,5.5,46.9,7.44,5.88,34.6,1.852,16.23,23.18,0
782,1171.1,7.3,33.0,7.4,5.25,29.5,1.867,12.66,21.17,0
783,1226.6,4.72,33.1,6.11,5.65,34.2,1.842,8.81,19.66,0
784,1127.3,8.47,62.3,5.1,5.56,28.3,1.837,15.84,18.42,0
785,1180.0,6.56,44.3,5.98,6.24,31.0,1.838,12.4,23.68,0
786,1167.0,5.94,29.0,9.07,4.75,29.2,1.848,13.93,20.06,0
787,1189.6,4.74,42.3,5.85,5.18,31.5,1.837,11.08,21.77,0
788,1164.2,6.42,36.0,5.8,5.93,36.4,1.864,11.88,26.28,0
789,1176.0,7.74,38.6,4.46,6.53,25.0,1.783,9.53,24.53,0
790,1206.8,6.73,39.7,6.12,5.62,26.9,1.804,12.78,21.0,1
791,1217.9,7.76,35.9,7.14,6.01,27.2,1.823,12.91,24.74,1
792,1189.4,9.75,69.1,6.04,4.83,30.1,1.859,20.75,29.09,1
793,1181.4,8.62,59.8,4.46,5.87,31.1,1.839,16.63,21.25,1
794,1208.7,6.21,36.7,6.26,6.41,33.8,1.83,15.07,21.85,1
795,1158.2,7.16,45.8,7.27,3.49,26.6,1.875,13.68,21.06,0
796,1205.6,8.39,40.7,5.95,7.15,29.0,1.82,17.27,22.66,1
797,1181.2,6.22,36.6,8.34,6.39,26.8,1.779,16.74,21.37,0
798,1203.8,6.61,15.3,3.82,5.52,18.6,1.751,16.16,23.46,0
799,1213.5,9.21,38.9,9.58,6.79,26.0,1.794,15.19,25.83,1
800,1199.7,10.21,34.9,3.9,6.28,33.3,1.887,13.84,21.2,0
801,1157.6,4.24,30.6,6.64,5.09,29.1,1.854,11.14,23.64,0
802,1167.0,6.01,49.4,6.11,5.52,29.4,1.885,10.28,19.11,0
803,1207.5,9.45,50.8,6.08,6.69,25.1,1.785,13.22,23.01,1
804,1155.9,6.76,34.5,5.58,6.49,28.8,1.862,13.95,24.35,0
805,1207.6,7.12,48.8,6.01,4.72,22.9,1.821,15.12,26.33,1
806,1193.2,7.71,50.0,8.0,6.4,30.2,1.858,13.38,18.92,1
807,1193.3,8.12,38.8,6.85,5.18,28.8,1.826,11.87,26.09,1
808,1166.9,6.57,33.7,5.15,6.21,26.3,1.834,10.71,15.68,0
809,1186.6,7.33,56.2,5.23,5.9,28.2,1.801,16.17,22.58,1
810,1199.1,7.68,33.6,8.8,6.39,31.5,1.821,16.26,19.19,1
811,1179.2,7.69,36.2,5.81,5.01,31.2,1.832,14.94,17.87,0
812,1169.5,4.57,44.3,6.64,4.99,27.0,1.824,11.04,21.96,0
813,1198.0,9.68,32.5,5.13,6.14,32.9,1.842,10.0,18.85,1
814,1175.6,5.69,35.9,6.88,6.18,28.0,1.791,14.21,15.03,0
815,1163.7,7.75,29.5,8.75,7.04,31.3,1.861,15.65,19.43,0
816,1200.2,7.95,38.0,3.63,6.41,30.3,1.879,12.67,19.07,1
817,1165.6,7.16,50.5,4.93,6.57,39.3,1.906,21.11,13.76,0
818,1201.3,4.89,42.3,5.38,5.51,28.5,1.858,13.07,21.39,0
819,1156.1,8.05,20.9,2.17,5.57,30.8,1.885,12.41,25.96,0
820,1187.9,5.87,42.7,6.84,5.73,29.7,1.851,15.13,25.29,1
821,1238.6,6.2,59.7,5.98,6.17,30.4,1.836,12.41,20.35,1
822,1140.9,6.15,34.0,6.74,6.72,39.0,1.894,13.97,21.85,0
823,1182.8,7.52,38.9,6.71,5.19,27.7,1.828,9.11,17.6,0
824,1159.0,6.77,24.6,5.66,5.47,27.9,1.84,16.01,21.29,0
825,1153.5,8.63,35.2,6.08,5.64,31.5,1.8,15.8,24.11,0
826,1191.0,8.66,30.2,8.16,5.51,31.7,1.862,9.75,21.07,0
827,1197.0,7.37,62.0,8.63,5.64,33.6,1.857,12.96,24.89,1
828,1184.7,7.56,55.6,5.34,4.45,25.2,1.797,11.8,24.57,0
829,1193.8,6.57,35.0,7.44,5.32,25.4,1.794,14.37,12.23,0
830,1216.0,8.44,53.6,3.44,5.66,25.7,1.811,13.79,18.38,1
831,1174.9,8.96,49.6,4.83,5.43,30.2,1.839,10.53,26.63,1
832,1188.4,7.95,63.4,6.89,6.07,32.1,1.869,13.83,23.35,1
833,1179.2,8.48,17.5,7.08,6.75,32.8,1.889,17.56,21.01,0
834,1176.6,8.58,27.9,8.46,5.1,37.5,1.856,15.16,25.43,1
835,1174.7,7.73,34.1,5.56,8.04,30.3,1.82,11.77,23.87,0
836,1209.5,5.61,44.2,5.74,5.55,28.7,1.826,15.47,21.95,1
837,1221.3,7.4,44.8,6.8,6.24,32.7,1.856,13.65,19.46,1
838,1197.0,7.97,45.4,8.02,6.24,27.5,1.792,11.74,21.77,1
839,1188.6,7.77,40.5,3.72,6.38,40.8,1.879,22.62,16.23,0
840,1142.5,7.07,46.6,6.25,5.73,27.1,1.827,11.92,17.01,0
841,1199.9,8.6,44.5,5.52,4.88,30.6,1.811,16.88,20.3,1
842,1194.7,5.58,30.9,6.78,6.73,28.1,1.808,13.77,20.92,0
843,1151.8,8.32,45.5,4.79,6.65,31.6,1.816,8.28,15.48,0
844,1167.9,9.66,46.4,2.93,7.04,33.1,1.857,17.26,22.58,0
845,1167.3,7.69,48.0,5.2,6.44,30.7,1.821,10.71,16.99,0
846,1210.9,7.47,38.4,5.25,7.17,32.4,1.812,15.23,27.38,1
847,1166.1,9.87,34.8,6.73,6.67,24.8,1.803,13.41,15.96,0
848,1191.1,6.71,49.7,6.66,6.13,44.0,1.911,16.3,22.78,1
849,1155.0,6.37,50.8,7.04,6.84,32.8,1.823,9.11,21.97,0
850,1199.0,9.95,56.5,5.94,3.76,25.3,1.845,15.78,15.38,1
851,1166.8,8.1,55.6,5.66,6.04,34.5,1.871,10.63,24.65,1
852,1179.6,8.86,23.8,5.36,7.07,35.1,1.852,12.41,19.49,0
853,1151.7,10.47,54.6,8.63,7.19,28.4,1.775,11.01,23.19,1
854,1178.9,5.83,34.9,9.63,4.28,33.1,1.881,14.99,22.09,0
855,1194.6,6.8,33.7,5.0,5.41,34.4,1.861,11.5,24.43,1
856,1187.5,7.12,25.4,5.54,6.15,23.3,1.76,9.23,21.85,0
857,1206.1,6.87,35.0,7.59,4.93,32.7,1.814,9.7,23.59,1
858,1192.2,6.41,28.0,6.82,4.15,34.6,1.86,11.27,25.32,1
859,1192.9,6.7,43.9,5.63,4.73,33.3,1.871,9.87,20.29,0
860,1183.9,6.55,28.1,7.32,7.12,32.4,1.836,17.02,24.75,0
861,1183.5,9.03,39.1,6.92,6.5,35.6,1.842,10.44,20.62,1
862,1202.7,7.26,53.0,4.8,4.07,28.6,1.864,16.99,19.17,1
863,1211.0,6.92,29.6,6.72,4.58,26.6,1.808,10.52,27.58,1
864,1215.6,7.26,58.9,5.43,6.08,29.7,1.814,10.22,23.54,1
865,1168.8,7.15,31.7,8.77,5.83,25.2,1.785,8.15,23.27,0
866,1217.9,7.58,41.3,8.26,6.07,30.8,1.833,19.26,23.4,1
867,1143.0,6.16,46.0,6.7,5.14,40.6,1.893,13.56,23.75,0
868,1168.7,9.0,40.9,5.79,6.79,31.7,1.791,15.2,28.04,1
869,1215.2,10.63,25.6,5.97,6.7,28.7,1.839,13.01,21.4,1
870,1180.0,7.99,38.3,3.75,5.76,26.2,1.832,10.7,18.27,0
871,1178.4,6.36,25.1,7.56,5.28,28.0,1.804,15.46,17.85,0
872,1143.0,6.26,31.9,6.23,4.06,33.6,1.906,12.44,15.3,0
873,1176.8,5.53,23.7,5.4,5.46,34.9,1.891,13.38,18.51,0
874,1163.5,11.72,34.9,5.78,3.91,18.0,1.813,11.92,20.51,0
875,1183.9,6.75,35.3,4.83,7.03,36.1,1.859,13.26,20.43,0
876,1191.2,5.59,33.7,7.8,6.19,29.6,1.832,12.73,23.72,0
877,1194.6,8.32,45.0,8.0,5.09,30.3,1.842,13.5,17.64,1
878,1179.5,9.19,47.3,7.81,7.2,31.8,1.828,13.74,16.64,1
879,1180.4,6.0,59.3,6.57,6.69,31.7,1.839,13.78,20.94,0
880,1158.3,6.45,53.5,6.37,5.35,24.2,1.796,18.11,15.24,0
881,1177.1,6.79,49.3,7.37,5.71,26.6,1.826,13.49,21.08,0
882,1184.7,4.19,45.4,4.28,6.07,28.0,1.819,14.45,17.04,0
883,1167.8,7.11,28.1,6.14,6.76,32.6,1.838,15.27,24.35,0
884,1142.2,8.77,37.7,4.39,5.47,26.8,1.838,15.58,22.61,0
885,1197.7,7.21,42.8,5.61,6.61,40.8,1.908,14.45,22.13,1
886,1176.9,8.0,54.7,5.12,6.37,31.0,1.827,15.32,15.96,1
887,1219.2,7.07,32.6,7.73,6.82,38.5,1.877,11.0,19.46,1
888,1198.0,6.52,42.0,7.06,6.44,31.2,1.817,11.22,25.31,1
889,1192.1,2.67,40.6,7.37,5.86,31.3,1.814,14.96,20.22,0
890,1198.5,6.83,34.8,5.45,7.35,22.9,1.789,15.65,26.29,1
891,1179.1,7.82,36.6,8.72,5.2,31.3,1.852,15.8,27.75,1
892,1162.3,6.92,43.0,4.34,6.45,30.6,1.829,10.59,23.6,0
893,1178.3,6.9,33.6,4.75,7.5,29.2,1.813,11.03,22.74,0
894,1196.7,7.62,45.7,6.44,7.7,18.4,1.745,15.22,20.41,1
895,1168.6,6.67,37.0,6.23,6.22,30.8,1.837,9.1,24.93,0
896,1143.1,7.76,40.6,4.08,5.76,44.0,1.942,15.77,26.49,0
897,1187.6,8.59,48.3,5.08,6.22,29.2,1.847,11.42,18.2,0
898,1205.8,7.63,49.9,7.62,6.34,29.6,1.819,15.48,25.35,1
899,1237.5,6.67,40.6,8.06,4.44,31.2,1.812,12.69,23.18,1
900,1192.7,7.43,44.9,4.62,7.6,32.0,1.841,10.04,21.98,1
901,1185.8,4.78,34.8,6.34,7.12,27.7,1.782,12.63,17.1,0
902,1186.7,4.95,26.1,6.99,6.02,27.7,1.802,15.76,17.57,0
903,1179.5,7.06,38.4,7.42,5.73,31.1,1.852,16.45,17.22,0
904,1120.0,6.93,32.4,5.3,8.07,32.2,1.806,12.92,24.46,0
905,1209.4,9.36,51.4,6.14,5.95,27.4,1.828,13.42,17.45,1
906,1178.4,6.57,33.3,6.95,8.11,33.6,1.777,9.73,22.82,0
907,1184.2,6.11,40.2,6.8,6.72,28.2,1.813,15.06,22.35,1
908,1179.8,7.0,46.5,6.83,5.79,30.9,1.857,12.29,18.96,0
909,1189.1,8.17,52.7,4.07,6.72,29.3,1.845,12.47,23.54,1
910,1199.5,5.37,15.0,4.75,4.11,21.8,1.82,11.22,20.53,0
911,1167.4,8.3,60.8,6.62,5.63,28.2,1.822,7.18,24.72,1
912,1159.4,6.57,53.3,6.68,5.26,28.8,1.831,15.44,19.75,0
913,1181.3,9.75,59.4,5.62,4.63,22.6,1.81,15.33,21.81,1
914,1214.4,6.59,49.2,6.15,5.5,22.7,1.816,15.33,17.85,1
915,1197.9,6.35,23.3,5.37,6.15,31.1,1.834,13.28,22.87,1
916,1188.4,3.3,35.9,5.63,4.83,38.8,1.9,13.56,19.84,0
917,1180.0,7.63,31.8,6.1,4.36,32.2,1.86,9.18,13.45,0
918,1225.1,7.66,42.7,7.71,4.97,38.6,1.851,16.58,20.67,1
919,1181.1,8.16,17.0,6.93,6.21,29.8,1.775,13.84,16.59,0
920,1143.8,5.5,39.8,5.23,5.3,35.6,1.88,13.46,22.2,0
921,1234.8,8.47,38.8,5.72,6.16,23.1,1.844,14.74,23.43,1
922,1183.2,5.99,41.2,8.1,6.07,35.6,1.862,14.72,19.96,0
923,1170.7,7.23,29.7,6.73,4.3,29.0,1.836,10.28,24.0,0
924,1184.3,6.26,31.3,4.71,6.06,28.7,1.836,14.98,18.06,0
925,1167.3,7.08,33.5,3.76,6.06,29.0,1.851,8.72,25.27,0
926,1234.2,5.96,22.1,3.9,6.23,31.9,1.838,17.02,25.82,1
927,1185.3,6.16,39.0,6.76,6.19,27.5,1.857,16.14,18.6,0
928,1148.9,4.2,43.2,3.67,5.36,26.9,1.816,10.1,21.62,0
929,1149.7,7.89,42.5,8.04,6.46,36.0,1.892,16.12,22.45,0
930,1202.5,8.88,35.8,4.2,6.37,29.7,1.838,11.83,26.8,1
931,1184.4,4.64,43.7,8.14,5.05,30.3,1.859,6.62,21.94,0
932,1176.0,6.73,44.7,5.86,6.98,29.8,1.836,11.86,24.13,1
933,1175.4,6.96,41.0,5.5,6.68,40.6,1.878,14.08,24.91,0
934,1146.3,7.92,43.1,6.01,4.96,34.2,1.851,12.24,22.3,0
935,1123.8,4.05,58.4,6.28,6.38,21.4,1.756,10.92,23.67,0
936,1204.1,6.3,40.7,4.91,6.97,27.8,1.844,13.62,29.06,1
937,1224.1,6.03,39.5,7.44,6.09,34.3,1.866,16.04,20.31,0
938,1168.6,7.88,50.8,7.69,6.09,29.6,1.823,12.93,23.23,1
939,1209.3,6.7,55.3,8.0,5.69,26.2,1.797,10.75,22.59,1
940,1227.3,9.29,34.9,6.05,4.59,27.1,1.829,18.16,19.07,0
941,1225.4,5.64,35.1,7.66,5.34,26.2,1.847,15.67,16.21,1
942,1191.7,9.61,47.1,8.42,7.34,31.0,1.796,14.61,19.19,1
943,1199.6,8.59,41.5,5.76,6.49,30.8,1.817,16.06,22.42,1
944,1182.4,9.89,41.1,7.64,5.77,20.6,1.777,16.78,19.31,1
945,1221.9,7.17,32.2,6.83,7.23,29.7,1.812,14.74,17.66,1
946,1169.1,8.54,47.5,6.59,5.9,31.3,1.839,13.54,25.1,1
947,1228.0,6.06,45.6,5.29,5.28,30.1,1.831,16.22,27.51,1
948,1192.4,7.81,32.2,6.19,5.66,26.0,1.782,17.55,21.58,1
949,1139.0,8.13,63.5,5.72,5.34,19.1,1.761,10.87,20.74,0
950,1193.4,6.32,36.6,5.73,5.81,31.4,1.821,13.33,19.78,0
951,1171.0,8.92,30.7,7.93,4.4,26.3,1.834,18.06,18.78,0
952,1192.1,7.73,27.6,4.26,3.96,29.6,1.853,10.31,23.17,1
953,1205.7,7.65,38.8,6.84,5.69,39.8,1.895,11.28,23.8,1
954,1153.9,8.71,43.2,5.93,5.87,38.8,1.916,9.65,17.99,0
955,1189.3,4.09,20.7,4.03,5.16,34.8,1.879,11.57,23.14,0
956,1209.6,5.39,42.0,7.38,5.96,32.5,1.855,16.15,24.29,1
957,1221.2,9.1,46.5,8.35,4.57,25.2,1.768,10.56,26.18,1
958,1185.8,6.25,48.0,7.55,6.16,25.4,1.788,14.11,19.37,1
959,1135.3,4.81,17.8,2.76,5.14,31.3,1.869,15.27,21.23,0
960,1196.9,7.08,23.3,4.15,5.46,22.1,1.809,13.22,18.72,0
961,1173.4,6.32,56.2,4.7,5.73,24.8,1.794,11.01,24.83,1
962,1161.8,6.06,40.7,5.18,4.51,33.4,1.869,14.61,25.9,0
963,1203.8,7.59,42.0,6.42,6.17,33.6,1.835,12.02,23.56,1
964,1162.1,5.94,32.1,3.18,6.78,29.0,1.81,12.33,23.98,0
965,1200.0,7.47,51.6,9.79,4.54,28.7,1.859,16.11,25.17,1
966,1191.7,6.84,48.4,4.78,4.56,29.9,1.861,13.78,25.19,0
967,1180.8,5.41,41.7,4.26,4.36,30.4,1.814,12.25,22.62,0
968,1198.7,6.11,52.2,5.34,6.65,29.7,1.813,14.1,23.47,1
969,1185.6,5.79,41.3,4.8,5.16,32.8,1.83,6.37,19.6,0
970,1143.0,8.5,34.2,8.61,5.71,34.2,1.874,9.44,19.88,0
971,1194.6,6.9,35.1,6.29,5.86,32.4,1.849,10.76,20.85,0
972,1245.1,6.89,52.7,10.07,5.24,36.8,1.893,13.03,24.54,1
973,1220.1,8.4,27.2,7.24,6.35,38.9,1.923,9.71,14.73,0
974,1147.4,6.85,29.6,5.1,6.25,29.7,1.807,11.37,22.39,0
975,1212.2,8.28,40.9,8.45,5.12,21.3,1.765,16.36,20.39,1
976,1202.3,7.46,36.0,5.69,5.86,40.0,1.898,13.36,27.84,1
977,1216.9,7.17,25.1,5.9,6.5,37.8,1.899,10.37,18.1,1
978,1191.8,10.18,34.2,4.8,5.98,29.6,1.807,11.04,18.77,1
979,1181.6,6.42,48.1,6.04,5.84,27.3,1.83,10.9,21.05,0
980,1197.4,7.04,44.9,7.59,5.66,32.3,1.851,11.06,21.52,0
981,1194.2,7.11,34.9,5.38,6.89,31.0,1.83,11.92,19.6,0
982,1194.6,8.61,41.8,8.55,4.44,22.6,1.823,18.38,22.83,1
983,1177.2,8.62,41.0,5.27,7.09,35.0,1.837,11.74,19.43,0
984,1162.0,7.54,34.0,3.47,6.48,27.6,1.801,14.07,22.28,0
985,1178.8,9.64,34.8,7.27,6.98,25.3,1.851,13.72,19.93,0
986,1167.3,6.63,38.8,4.77,4.64,32.4,1.891,8.25,27.18,0
987,1175.0,4.67,33.6,5.75,4.17,33.1,1.864,11.53,24.87,0
988,1194.3,7.86,33.7,6.25,5.35,38.1,1.902,18.07,22.0,0
989,1219.3,5.73,32.5,7.95,6.29,27.9,1.819,19.3,18.69,1
990,1180.8,8.5,34.5,4.72,6.42,35.8,1.884,19.22,18.53,0
991,1193.9,7.05,28.3,4.56,6.2,33.0,1.854,13.36,20.79,0
992,1188.9,6.03,48.3,3.88,5.11,35.8,1.91,10.39,20.83,0
993,1150.6,5.35,45.8,5.59,5.15,26.5,1.837,11.53,17.55,0
994,1173.1,4.22,33.4,4.02,6.68,27.2,1.79,17.28,23.3,0
995,1207.4,9.77,52.8,9.25,4.59,23.5,1.802,10.76,24.04,1
996,1154.0,7.44,28.7,6.56,7.66,24.7,1.769,14.34,28.04,1
997,1164.8,6.12,25.7,5.65,6.55,24.4,1.759,15.4,21.06,0
998,1170.4,8.15,41.8,7.38,5.89,27.6,1.825,8.39,21.6,0
999,1179.4,7.33,41.5,7.98,5.0,31.1,1.861,17.77,23.83,0
1000,1221.6,9.97,34.8,7.9,5.68,37.5,1.896,14.12,24.58,1
1001,1197.0,4.86,43.2,6.75,6.38,37.3,1.915,17.64,22.32,0
1002,1169.0,5.88,24.1,6.6,7.03,37.8,1.823,12.95,20.67,0
1003,1139.9,6.18,45.4,11.0,6.79,29.4,1.837,15.63,21.34,0
1004,1150.5,7.5,53.0,5.9,5.94,32.9,1.856,12.51,18.77,0
1005,1174.0,8.23,33.6,5.48,5.82,29.7,1.848,8.31,22.4,0
1006,1148.9,4.69,56.3,7.0,6.43,30.1,1.805,11.37,22.0,0
1007,1245.7,7.19,36.8,5.86,5.21,36.3,1.867,13.09,26.02,1
1008,1179.8,9.15,39.3,4.1,7.33,35.1,1.853,11.02,25.34,0
1009,1182.8,8.78,52.2,5.93,7.19,28.3,1.8,9.95,18.95,1
1010,1171.5,8.11,34.4,6.97,6.38,30.6,1.791,11.08,22.67,1
1011,1179.9,8.31,47.0,6.7,5.74,29.9,1.888,16.74,26.53,1
1012,1174.7,8.41,31.6,4.31,6.59,36.6,1.898,16.61,24.3,0
1013,1149.2,9.18,39.0,5.19,7.25,30.4,1.822,19.41,24.92,1
