participant,domain,xai,first training block,phase,original label,target label,trial number,instance id,training response,training correct (0/1),participant training accuracy,response time (seconds),log(time),participant median time,attribute values before and after,explanation,sparsity,dist user CF from orig,user CF label,successful CF,distance to closest minimal counterfactual,confidence for target label original,confidence for target label user CF,delta confidence of target label,user CF increase target label confidence?,x_1_train_change,x_2_train_change,x_3_train_change,x_4_train_change,x_5_train_change,attribute changed,amount changed,delta confidence/change amount,confidence of counterfactual - 50%,close to boundary old,distance to boundary,CRT-2 score (0-4),successful counterfactual (continuous),actionability (0/1),patient can change - Blood Pressure,patient can change - Insulin,patient can change - BMI,patient can change - Age,plausibility,abs dist original to boundary,abs dist user CF to boundary,sign dist user CF to boundary,boundary dist change (user - original),plausibility (subset),participant level correct direction change,% x4_changed > 50,cognitive model v0.1 family,explanation reliance (η),global relevance reliance (α),additive change margin (ρ),exemplar locality (λ),remembered-change reliance (β),age treated as actionable (0/1),mean participant CF dist to orig,Norm(proximity),changed in training cf direction,dist to nearest training instance (L1 normalized),cognitive model v0.2 revision,cognitive model v0.2 family,cognitive model v0.2 representation,cognitive model v0.2 scope,cognitive model v0.2 global feature lapse,cognitive model v0.2 memory decay,cognitive model v0.2 exemplar distance sensitivity,cognitive model v0.2 selection spread,cognitive model v0.2 counterfactual edit blend,cognitive model v0.2 age actionable (0/1),cognitive model v0.2 edit margin,cognitive model v0.2 CV subset NLL,cognitive model v0.2 CV expected selection F1,cognitive model v0.2 CV MAP selection F1,cognitive model v0.2 CV exact-subset accuracy,cognitive model v0.2 CV cardinality MAE,cognitive model v0.2 CV conditional amount MAE,cognitive model v0.2 CV conditional direction accuracy,case,x_1_change,x_2_change,x_3_change,x_4_change,x_5_change
R_5q8160XAWyn72dP,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,12,130301,,,0.666666666667,11.853,2.4725810001,17.503,"""Glucose"" - 169(0.80377486822)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 125(0.183535428524) -> 89(0.109296378784)
""BMI"" - 29.9(0.33366114077)
""Age"" - 31(0.27027027027)",,0.8,0.0742390497402,No Diabetes,0,0.17557790897,0.471507571159,0.468363506801,-0.0031440643581,0,,,,,,Insulin,-0.0742390497402,-0.0423505469036,0.031636493199,0,far from boundary,0,0,1,8,7,9,1,0.931008737415,0.0681400565705,0.0756782590546,-0.0756782590546,0.00753820248415,0.908271576835,0.6,0,,,,,,,,0.270545303395,0.0623905403614,0,0.384403066086,,,,,,,,,,,,,,,,,,,12,0,0,-0.0742390497402,0,0
R_5q8160XAWyn72dP,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,13,130302,,,0.666666666667,23.171,3.14290149677,17.503,"""Glucose"" - 144(0.591225981976)
""Blood Pressure"" - 58(0.217391304348)
""Insulin"" - 140(0.214468365916)
""BMI"" - 29.5(0.319612250632) -> 34.636(0.5)
""Age"" - 37(0.432432432432)",,0.8,0.180387749368,Diabetes,1,0.065,0.457524313708,0.524816322535,0.0672920088276,1,,,,,,BMI,0.180387749368,0.373040902519,0.024816322535,0,far from boundary,0,1,1,8,7,9,1,0.963922450126,0.0899558203792,0.0524729468731,0.0524729468731,-0.0374828735061,0.89291882682,0.6,0,,,,,,,,0.270545303395,0.173130796545,1,0.48145812777,,,,,,,,,,,,,,,,,,,13,0,0,0,0.180387749368,0
R_5q8160XAWyn72dP,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,14,130303,,,0.666666666667,37.74,3.63072053994,17.503,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 135(0.204157386785)
""BMI"" - 26(0.196684461928) -> 41(0.72351784209)
""Age"" - 51(0.810810810811)",,0.8,0.526833380163,Diabetes,1,0.42601784209,0.461206551844,0.64965251891,0.188445967066,1,,,,,,BMI,0.526833380163,0.35769557162,0.14965251891,0,far from boundary,0,1,1,8,7,9,1,0.914408499799,0.0439971594513,0.369089278525,0.369089278525,0.325092119074,0.915172203755,0.6,0,,,,,,,,0.270545303395,0.5345622417,1,0.744584334929,,,,,,,,,,,,,,,,,,,14,0,0,0,0.526833380163,0
R_5q8160XAWyn72dP,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,15,130304,,,0.666666666667,14.946,2.70444370551,17.503,"""Glucose"" - 147(0.616731848325)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 293(0.529984327312) -> 201(0.340262311309)
""BMI"" - 34.9(0.509272267491)
""Age"" - 30(0.243243243243)",,0.8,0.189722016003,No Diabetes,0,0.322949748512,0.456284584367,0.44829417343,-0.00799041093708,0,,,,,,Insulin,-0.189722016003,-0.0421164138218,0.05170582657,0,far from boundary,0,0,1,8,7,9,1,0.962055596799,0.104700083858,0.123964379096,-0.123964379096,0.0192642952379,0.940600237481,0.6,0,,,,,,,,0.270545303395,0.182868825198,0,0.40594256816,,,,,,,,,,,,,,,,,,,15,0,0,-0.189722016003,0,0
R_5q8160XAWyn72dP,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,16,130305,,,0.666666666667,15.461,2.73832072412,17.503,"""Glucose"" - 123(0.412684917531)
""Blood Pressure"" - 100(1)
""Insulin"" - 240(0.420687948528)
""BMI"" - 57.3(1)
""Age"" - 22(0.027027027027) -> 36(0.405405405405)",,0.8,0.378378378378,Diabetes,1,0.505190429851,0.498825750363,0.609714205982,0.110888455619,1,,,,,,Age,0.378378378378,0.293062346993,0.109714205982,1,near boundary,0,1,0,8,7,9,1,0.945632494231,0.0975567477394,0.166081101676,0.166081101676,0.0685243539366,0.831844120625,0.6,0,,,,,,,,0.270545303395,0.379685686575,,1.37533240279,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0.378378378378
R_5q8160XAWyn72dP,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,17,130306,,,0.666666666667,14.586,2.68006216456,17.503,"""Glucose"" - 117(0.361673184833)
""Blood Pressure"" - 86(0.826086956522)
""Insulin"" - 105(0.142291512002) -> 41(0.0103109791306)
""BMI"" - 39.1(0.656785613936)
""Age"" - 42(0.567567567568)",,0.8,0.131980532871,No Diabetes,0,0.232694918935,0.47579270031,0.406465424389,-0.0693272759205,0,,,,,,Insulin,-0.131980532871,-0.525284103742,0.093534575611,0,far from boundary,0,0,1,8,7,9,1,0.906314899068,0.0253928635876,0.0929721339851,-0.0929721339851,0.0675792703975,0.896423748519,0.6,0,,,,,,,,0.270545303395,0.122629682779,0,0.385900724535,,,,,,,,,,,,,,,,,,,17,0,0,-0.131980532871,0,0
R_5q8160XAWyn72dP,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,18,130307,,,0.666666666667,10.464,2.34794079471,17.503,"""Glucose"" - 100(0.217139942187)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 184(0.305204982265) -> 36(0)
""BMI"" - 36.6(0.568980050576)
""Age"" - 46(0.675675675676)",,0.8,0.305204982265,No Diabetes,0,0.433724931689,0.410097907251,0.297105402105,-0.112992505146,0,,,,,,Insulin,-0.305204982265,-0.370218416185,0.202894597895,0,far from boundary,0,0,1,8,7,9,1,0.941129538625,0.0898788564425,0.229453732026,-0.229453732026,0.139574875583,0.863768288622,0.6,0,,,,,,,,0.270545303395,0.303347110033,0,0.462428756509,,,,,,,,,,,,,,,,,,,18,0,0,-0.305204982265,0,0
R_5q8160XAWyn72dP,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,19,130308,,,0.666666666667,16.603,2.80958340193,17.503,"""Glucose"" - 133(0.497704472029)
""Blood Pressure"" - 102(1)
""Insulin"" - 140(0.214468365916) -> 109(0.150540295306)
""BMI"" - 32.8(0.435515594268)
""Age"" - 45(0.648648648649)",,0.8,0.0639280706096,No Diabetes,0,0.165912476342,0.466495820489,0.438092005016,-0.0284038154732,0,,,,,,Insulin,-0.0639280706096,-0.44430897417,0.061907994984,0,far from boundary,0,0,1,8,7,9,1,0.987214385878,0.0133659365246,0.0460996456232,-0.0460996456232,0.0327337090986,0.855367644781,0.6,0,,,,,,,,0.270545303395,0.0516335506439,0,0.907385798703,,,,,,,,,,,,,,,,,,,19,0,0,-0.0639280706096,0,0
R_5q8160XAWyn72dP,diabetes,none,Glucose + BMI,testing,No Diabetes,Diabetes,20,130309,,,0.666666666667,30.392,3.41417941589,17.503,"""Glucose"" - 143(0.582724026526)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 310(0.565041656356)
""BMI"" - 42.4(0.772688957572)
""Age"" - 22(0.027027027027) -> 33(0.324324324324)",,0.8,0.297297297297,Diabetes,1,0.442108339725,0.481679327756,0.554360412164,0.0726810844079,1,,,,,,Age,0.297297297297,0.244472738463,0.054360412164,1,near boundary,0,1,0,8,7,9,1,0.94054054054,0.102945766638,0.164899136441,0.164899136441,0.0619533698028,0.878482152608,0.6,0,,,,,,,,0.270545303395,0.295097371108,,0.579629117584,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0.297297297297
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,1,130100,Diabetes,1,0.416666666667,18.976,2.94317502282,42.0105,"""Glucose"" - 145(0.599727937426)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523)
""Age"" - 40(0.513513513514)","""Glucose"" - 145(0.599727937426) -> 127(0.44669273933)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 130(0.193846407655)
""BMI"" - 37.9(0.614638943523) -> 33.2(0.449564484406)
""Age"" - 40(0.513513513514)",,,,,,,,,,-0.153035198096,0,0,-0.165074459118,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,2,130101,Diabetes,1,0.416666666667,12.109,2.49394897777,42.0105,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 150(0.235090324177)
""BMI"" - 42.3(0.769176735038)
""Age"" - 48(0.72972972973)","""Glucose"" - 120(0.387179051182) -> 102(0.234143853086)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 150(0.235090324177)
""BMI"" - 42.3(0.769176735038) -> 38(0.618151166058)
""Age"" - 48(0.72972972973)",,,,,,,,,,-0.153035198096,0,0,-0.15102556898,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,3,130102,No Diabetes,0,0.416666666667,12.939,2.56024600633,42.0105,"""Glucose"" - 136(0.523210338378)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 110(0.152602491133)
""BMI"" - 37.1(0.586541163248)
""Age"" - 43(0.594594594595)","""Glucose"" - 136(0.523210338378) -> 118(0.370175140282)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 110(0.152602491133)
""BMI"" - 37.1(0.586541163248) -> 32.7(0.432003371734)
""Age"" - 43(0.594594594595)",,,,,,,,,,-0.153035198096,0,0,-0.154537791514,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,4,130103,Diabetes,0,0.416666666667,12.598,2.5335380712,42.0105,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252)
""Age"" - 37(0.432432432432)","""Glucose"" - 154(0.676245536473) -> 172(0.829280734569)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 126(0.18559762435)
""BMI"" - 31.3(0.382832256252) -> 35.6(0.533857825232)
""Age"" - 37(0.432432432432)",,,,,,,,,,0.153035198096,0,0,0.15102556898,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,5,130104,Diabetes,0,0.416666666667,37.031,3.61175539969,42.0105,"""Glucose"" - 158(0.710253358272)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 245(0.430998927658)
""BMI"" - 31.6(0.393368923855)
""Age"" - 28(0.189189189189)","""Glucose"" - 158(0.710253358272) -> 176(0.863288556368)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 245(0.430998927658)
""BMI"" - 31.6(0.393368923855) -> 36.1(0.551418937904)
""Age"" - 28(0.189189189189)",,,,,,,,,,0.153035198096,0,0,0.158050014049,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,6,130105,Diabetes,0,0.416666666667,20.932,3.04127908851,42.0105,"""Glucose"" - 123(0.412684917531)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 94(0.119607357915)
""BMI"" - 33.1(0.446052261871)
""Age"" - 40(0.513513513514)","""Glucose"" - 123(0.412684917531) -> 141(0.565720115627)
""Blood Pressure"" - 70(0.478260869565)
""Insulin"" - 94(0.119607357915)
""BMI"" - 33.1(0.446052261871) -> 37.5(0.600590053386)
""Age"" - 40(0.513513513514)",,,,,,,,,,0.153035198096,0,0,0.154537791514,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,7,130106,No Diabetes,0,0.416666666667,60.47,4.10214737429,42.0105,"""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913)
""Insulin"" - 200(0.338200115483)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)","""Glucose"" - 120(0.387179051182)
""Blood Pressure"" - 80(0.695652173913) -> 73(0.54347826087)
""Insulin"" - 200(0.338200115483) -> 125(0.183535428524)
""BMI"" - 38.9(0.649761168868)
""Age"" - 41(0.540540540541)",,,,,,,,,,0,-0.152173913043,-0.154664686959,0,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,8,130107,Diabetes,1,0.416666666667,50.335,3.91870066018,42.0105,"""Glucose"" - 153(0.667743581024)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 485(0.925925925926)
""BMI"" - 40.6(0.709468951953)
""Age"" - 23(0.0540540540541)","""Glucose"" - 153(0.667743581024)
""Blood Pressure"" - 82(0.739130434783) -> 75(0.586956521739)
""Insulin"" - 485(0.925925925926) -> 408(0.767136847315)
""BMI"" - 40.6(0.709468951953)
""Age"" - 23(0.0540540540541)",,,,,,,,,,0,-0.152173913043,-0.158789078611,0,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,Diabetes,,9,130108,Diabetes,1,0.416666666667,88.538,4.48343183839,42.0105,"""Glucose"" - 173(0.837782690019)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 474(0.903241771839)
""BMI"" - 35.7(0.537370047766)
""Age"" - 22(0.027027027027)","""Glucose"" - 173(0.837782690019)
""Blood Pressure"" - 84(0.782608695652) -> 77(0.630434782609)
""Insulin"" - 474(0.903241771839) -> 400(0.750639280706)
""BMI"" - 35.7(0.537370047766)
""Age"" - 22(0.027027027027)",,,,,,,,,,0,-0.152173913043,-0.152602491133,0,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,10,130109,No Diabetes,1,0.416666666667,82.291,4.41026174569,42.0105,"""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 76(0.608695652174)
""Insulin"" - 122(0.177348841046)
""BMI"" - 35.9(0.544394492835)
""Age"" - 39(0.486486486486)","""Glucose"" - 129(0.46369665023)
""Blood Pressure"" - 76(0.608695652174) -> 83(0.760869565217)
""Insulin"" - 122(0.177348841046) -> 198(0.334075723831)
""BMI"" - 35.9(0.544394492835)
""Age"" - 39(0.486486486486)",,,,,,,,,,0,0.152173913043,0.156726882785,0,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,11,130110,Diabetes,0,0.416666666667,68.826,4.23158158053,42.0105,"""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 182(0.301080590613)
""BMI"" - 43.3(0.804298960382)
""Age"" - 31(0.27027027027)","""Glucose"" - 128(0.45519469478)
""Blood Pressure"" - 78(0.652173913043) -> 85(0.804347826087)
""Insulin"" - 182(0.301080590613) -> 262(0.466056256702)
""BMI"" - 43.3(0.804298960382)
""Age"" - 31(0.27027027027)",,,,,,,,,,0,0.152173913043,0.164975666089,0,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,training,No Diabetes,,12,130111,Diabetes,0,0.416666666667,46.99,3.84993481311,42.0105,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 171(0.278396436526)
""BMI"" - 34.2(0.48468670975)
""Age"" - 33(0.324324324324)","""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 78(0.652173913043) -> 85(0.804347826087)
""Insulin"" - 171(0.278396436526) -> 246(0.433061123484)
""BMI"" - 34.2(0.48468670975)
""Age"" - 33(0.324324324324)",,,,,,,,,,0,0.152173913043,0.154664686959,0,0,,,,,,,0,,,8,7,8,1,,,,,,,0.55,0,,,,,,,,0.357994789063,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,1,130200,,,0.416666666667,5.562,1.71595775581,42.0105,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 100(0.131980532871)
""BMI"" - 30.9(0.368783366114) -> 40.61512(0.71)
""Age"" - 45(0.648648648649)",,0.8,0.341216633886,Diabetes,0,0.4925,0.411767516955,0.357595367414,-0.0541721495413,0,,,,,,BMI,0.341216633886,-0.158761748876,0.142404632586,0,far from boundary,0,0,1,8,7,8,1,0.940023440634,0.118676458828,0.377403885231,-0.377403885231,0.258727426402,0.917528414737,0.55,0,,,,,,,,0.357994789063,0.397042807611,0,0.414316980442,,,,,,,,,,,,,,,,,,,1,0,0,0,0.341216633886,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,2,130201,,,0.416666666667,3.904,1.36200166855,42.0105,"""Glucose"" - 149(0.633735759225)
""Blood Pressure"" - 68(0.434782608696) -> 87(0.847826086957)
""Insulin"" - 127(0.187659820177)
""BMI"" - 29.3(0.312587805563)
""Age"" - 42(0.567567567568)",,0.8,0.413043478261,No Diabetes,1,0.513131283824,0.483539690781,0.505420795892,0.021881105111,1,,,,,,Blood Pressure,0.413043478261,0.0529753071108,0.005420795892,1,near boundary,0,1,1,8,7,8,1,0.937078914313,0.0323992776757,0.00613584420259,0.00613584420259,-0.0262634334731,0.890305297133,0.55,0,,,,,,,,0.357994789063,0.482164522091,0,0.336908080638,,,,,,,,,,,,,,,,,,,2,0,0.413043478261,0,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,3,130202,,,0.416666666667,20.957,3.04247271944,42.0105,"""Glucose"" - 144(0.591225981976)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 228(0.395941598614) -> 409(0.769199043141)
""BMI"" - 33.9(0.474150042147)
""Age"" - 40(0.513513513514)",,0.8,0.373257444527,Diabetes,0,0.484907486674,0.4679117222,0.445401364155,-0.0225103580446,0,,,,,,Insulin,0.373257444527,-0.0603078609005,0.054598635845,0,far from boundary,0,0,1,8,7,8,1,0.925348511094,0.0764467974998,0.122973086665,-0.122973086665,0.0465262891653,0.831796031947,0.55,0,,,,,,,,0.357994789063,0.435014247939,0,0.467762395737,,,,,,,,,,,,,,,,,,,3,0,0,0.373257444527,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,4,130203,,,0.416666666667,4.045,1.39748155051,42.0105,"""Glucose"" - 158(0.710253358272)
""Blood Pressure"" - 84(0.782608695652)
""Insulin"" - 210(0.358822073744) -> 468(0.890868596882)
""BMI"" - 39.4(0.66732228154)
""Age"" - 29(0.216216216216)",,0.8,0.532046523138,Diabetes,0,0.641868804678,0.463741061238,0.452167221871,-0.0115738393667,0,,,,,,Insulin,0.532046523138,-0.0217534348283,0.047832778129,0,far from boundary,0,0,1,8,7,8,1,0.941128407531,0.0867721396761,0.321430982877,-0.321430982877,0.234658843201,0.934929160053,0.55,0,,,,,,,,0.357994789063,0.623194568676,0,0.547070282104,,,,,,,,,,,,,,,,,,,4,0,0,0.532046523138,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,5,130204,,,0.416666666667,6.068,1.80302906149,42.0105,"""Glucose"" - 154(0.676245536473)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 193(0.3237647447) -> 380(0.709395364184)
""BMI"" - 29.3(0.312587805563)
""Age"" - 39(0.486486486486)",,0.8,0.385630619484,Diabetes,0,0.485718425047,0.492607340351,0.469209058329,-0.0233982820219,0,,,,,,Insulin,0.385630619484,-0.0606753738933,0.030790941671,1,near boundary,0,0,1,8,7,8,1,0.922873876103,0.0165789274235,0.0691346587475,-0.0691346587475,0.0525557313239,0.861685098911,0.55,0,,,,,,,,0.357994789063,0.449677649555,0,0.305943885962,,,,,,,,,,,,,,,,,,,5,0,0,0.385630619484,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,6,130205,,,0.416666666667,4.151,1.42334926907,42.0105,"""Glucose"" - 181(0.905798333617)
""Blood Pressure"" - 78(0.652173913043)
""Insulin"" - 293(0.529984327312) -> 366(0.680524622618)
""BMI"" - 40(0.688395616746)
""Age"" - 22(0.027027027027)",,0.8,0.150540295306,Diabetes,0,0.316435912053,0.44484721091,0.438535699522,-0.00631151138825,0,,,,,,Insulin,0.150540295306,-0.0419257274301,0.061464300478,0,far from boundary,0,0,1,8,7,8,1,0.900718761249,0.132294051113,0.147579850595,-0.147579850595,0.015285799482,0.885561371118,0.55,0,,,,,,,,0.357994789063,0.171073018852,0,0.722733439714,,,,,,,,,,,,,,,,,,,6,0,0,0.150540295306,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,7,130206,,,0.416666666667,6.107,1.80943565424,42.0105,"""Glucose"" - 152(0.659241625574)
""Blood Pressure"" - 82(0.739130434783)
""Insulin"" - 272(0.486678214963) -> 390(0.730017322445)
""BMI"" - 41.5(0.741078954763)
""Age"" - 27(0.162162162162)",,0.8,0.243339107482,Diabetes,0,0.344418062244,0.477129570752,0.468177860755,-0.0089517099969,0,,,,,,Insulin,0.243339107482,-0.0367869763703,0.031822139245,0,far from boundary,0,0,1,8,7,8,1,0.93117426603,0.054673871648,0.0944886123674,-0.0944886123674,0.0398147407194,0.93117426603,0.55,0,,,,,,,,0.357994789063,0.281048530972,0,0.58746777733,,,,,,,,,,,,,,,,,,,7,0,0,0.243339107482,0,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,8,130207,,,0.416666666667,12.129,2.49559927933,42.0105,"""Glucose"" - 157(0.701751402823)
""Blood Pressure"" - 74(0.565217391304)
""Insulin"" - 440(0.833127113751)
""BMI"" - 39.4(0.66732228154) -> 48.58728(0.99)
""Age"" - 30(0.243243243243)",,0.8,0.32267771846,Diabetes,0,0.495,0.4427041147,0.378258708256,-0.0644454064439,0,,,,,,BMI,0.32267771846,-0.199720658592,0.121741291744,0,far from boundary,0,0,1,8,7,8,1,0.874950591312,0.137479314236,0.381554987418,-0.381554987418,0.244075673181,0.845912017062,0.55,0,,,,,,,,0.357994789063,0.375072410897,0,0.532055537055,,,,,,,,,,,,,,,,,,,8,0,0,0,0.32267771846,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,9,130208,,,0.416666666667,6.048,1.79972763888,42.0105,"""Glucose"" - 111(0.310661452134)
""Blood Pressure"" - 72(0.521739130435)
""Insulin"" - 207(0.352635486266)
""BMI"" - 37.1(0.586541163248) -> 47.4484(0.95)
""Age"" - 56(0.945945945946)",,0.8,0.363458836752,Diabetes,0,0.6175,0.378484007523,0.341448827986,-0.0370351795368,0,,,,,,BMI,0.363458836752,-0.101896489484,0.158551172014,0,far from boundary,0,0,1,8,7,8,1,0.92730823265,0.187566199816,0.512899638895,-0.512899638895,0.325333439079,0.846996942841,0.55,0,,,,,,,,0.357994789063,0.423401955897,0,0.733491424334,,,,,,,,,,,,,,,,,,,9,0,0,0,0.363458836752,0
R_1LAMsFgZY1QImRg,diabetes,counterfactual,Blood Pressure + Insulin,testing,Diabetes,No Diabetes,10,130209,,,0.416666666667,8.153,2.09838595768,42.0105,"""Glucose"" - 122(0.404182962081)
""Blood Pressure"" - 90(0.913043478261)
""Insulin"" - 220(0.379444032005) -> 409(0.769199043141)
""BMI"" - 49.7(1)
""Age"" - 31(0.27027027027)",,0.8,0.389755011136,Diabetes,0,0.489755011136,0.475402330642,0.477590785492,0.00218845484968,1,,,,,,Insulin,0.389755011136,0.00561494987146,0.022409214508,0,far from boundary,0,0,1,8,7,8,1,0.922048997773,0.0585422796506,0.0902477458041,-0.0902477458041,0.0317054661535,0.804859841987,0.55,0,,,,,,,,0.357994789063,0.454565450093,0,0.615026981511,,,,,,,,,,,,,,,,,,,10,0,0,0.389755011136,0,0
